CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY,JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,SATCAT_KEY,DENSITY_SCORE
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COMSTAR 1,1976-042A,EARTH,TEME,UTC,SGP4,2026-05-06T12:51:27.141120,0.99818356,0.0004635,8.0576,304.9428,4.0463,339.7553,0,U,8838,999,12015,0.0,8.7e-07,0.0,42292.326,1442.62,35933.793,35894.588,PAYLOAD,LARGE,US,1976-05-13,AFETR,,5177175,322298529,0 COMSTAR 1,1  8838U 76042A   26126.53573080  .00000087  00000-0  00000+0 0  9998,2  8838   8.0576 304.9428 0004635   4.0463 339.7553  0.99818356120153,8838,S08838,-,8838,1976-042A,P,P,Comstar 201,1976 May 13,S08840,IGC,US,1976 May 13 2256,In Earth orbit,-,2026 May  5 ,1442.626,35894, ,35934, ,8.06, ,GEO/ID,8838,1.7931987271632124
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GOES 6,1983-041A,EARTH,TEME,UTC,SGP4,2026-05-06T12:46:06.324960,1.00226457,0.0001176,10.2582,321.513,302.3905,30.9503,0,U,14050,999,21559,0.0,3e-08,0.0,42177.444,1436.746,35804.269,35794.349,PAYLOAD,LARGE,US,1983-04-28,AFETR,,5177257,322300070,0 GOES 6,1 14050U 83041A   26126.53201765  .00000003  00000-0  00000+0 0  9994,2 14050  10.2582 321.5130 0001176 302.3905  30.9503  1.00226457215591,14050,S14050,-,14050,1983-041A,P,P,GOES 6,1983 Apr 28,S14196,NOAA,US,1983 Apr 28 2250,In Earth orbit,-,2026 May  5 ,1436.751,35794, ,35804, ,10.26, ,GEO/ID,14050,1.7935624224077318
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 172A (GE 23),2005-052A,EARTH,TEME,UTC,SGP4,2026-05-06T12:09:00.355104,1.00269403,0.0006617,4.1145,77.0265,326.5882,177.0578,0,U,28924,999,5191,0.0,1.8e-07,0.0,42165.4,1436.131,35815.166,35759.364,PAYLOAD,LARGE,EUTE,2005-12-29,TTMTR,,5177642,322309025,0 EUTE 172A (GE 23),1 28924U 05052A   26126.50625411  .00000018  00000-0  00000+0 0  9996,2 28924   4.1145  77.0265 0006617 326.5882 177.0578  1.00269403 51919,28924,S28924,-,28924,2005-052A,P,P,EUTELSAT 174A,2005 Dec 29,S28925,EUTSA,F,2005 Dec 29 1147,In Earth orbit,-,2026 May  5 ,1436.047,35757, ,35813, ,4.11, ,GEO/I,28924,1.794822304090728
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 4A-F2,1976-010A,EARTH,TEME,UTC,SGP4,2026-05-06T11:18:01.888416,0.99683235,0.0005645,7.9881,304.1895,312.6304,40.6936,0,U,8620,999,62019,0.0,-6.5e-07,0.0,42330.535,1444.576,35976.296,35928.505,PAYLOAD,LARGE,ITSO,1976-01-29,AFETR,,5177172,322297995,0 INTELSAT 4A-F2,1  8620U 76010A   26126.47085519 -.00000065  00000-0  00000+0 0  9997,2  8620   7.9881 304.1895 0005645 312.6304  40.6936  0.99683235620191,8620,S08620,-,8620,1976-010A,P,P,INTELSAT IVA F2,1976 Jan 29,S08621,SESINTU,US,1976 Jan 30 0024,In Earth orbit,-,2026 May  5 ,1444.573,35928, ,35976, ,7.99, ,GEO/ID,8620,1.7958914537612387
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,DFH-3 2,1997-021A,EARTH,TEME,UTC,SGP4,2026-05-06T11:50:15.853056,1.0024618,0.0006285,13.4716,14.118,91.3047,60.9751,0,U,24798,999,10610,0.0,-3.63e-06,0.0,42171.911,1436.464,35820.282,35767.271,PAYLOAD,LARGE,PRC,1997-05-11,XSC,,5177539,322306169,0 DFH-3 2,1 24798U 97021A   26126.49323904 -.00000363  00000-0  00000+0 0  9992,2 24798  13.4716  14.1180 0006285  91.3047  60.9751  1.00246180106102,24798,S24798,-,24798,1997-021A,P,P,Zhongxing 6,1997 May 11,S24799,CHISAE,CN,1997 May 11 1640,In Earth orbit,-,2026 May  4 ,1436.451,35767, ,35819, ,13.47, ,GEO/I,24798,1.7975421504852087
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,CS 3A,1988-012A,EARTH,TEME,UTC,SGP4,2026-05-06T04:05:19.651776,0.98134687,0.0009355,15.235,352.0215,332.4226,217.1434,0,U,18877,999,12725,0.0,-2.7e-07,0.0,42774.684,1467.371,36436.565,36356.534,PAYLOAD,LARGE,JPN,1988-02-19,TNSTA,,5176958,322263271,0 CS 3A,1 18877U 88012A   26126.17036634 -.00000027  00000-0  00000-0 0  9997,2 18877  15.2350 352.0215 0009355 332.4226 217.1434  0.98134687127256,18877,S18877,-,18877,1988-012A,P,P,Sakura 3A,1988 Feb 19,S18879,JAXA/TAOJ,J,1988 Feb 19 1032,In Earth orbit,-,2026 May  5 ,1467.37,36356, ,36436, ,15.24, ,GEO/ID,18877,1.7979597166831807
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,NSS 806 (INTELSAT 806),1998-014A,EARTH,TEME,UTC,SGP4,2026-05-06T07:37:13.035072,0.99077233,0.0002232,7.019,70.2307,94.7313,92.8887,0,U,25239,999,4655,0.0,-6.8e-07,0.0,42502.968,1453.412,36134.32,36115.347,PAYLOAD,LARGE,SES,1998-02-28,AFETR,,5177554,322306355,0 NSS 806 (INTELSAT 806),1 25239U 98014A   26126.31751198 -.00000068  00000-0  00000+0 0  9999,2 25239   7.0190  70.2307 0002232  94.7313  92.8887  0.99077233 46557,25239,S25239,-,25239,1998-014A,P,P,NSS 806,1998 Feb 28,S25240,SESSAN,NL,1998 Feb 28 0051,In Earth orbit,-,2026 May  5 ,1453.406,36115, ,36133, ,7.02, ,GEO/ID,25239,1.8004395071929185
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SES 2,2011-049A,EARTH,TEME,UTC,SGP4,2026-05-06T11:00:52.327008,1.00271749,0.0003047,0.0638,89.7413,319.5431,253.2621,0,U,37809,999,5354,0.0,-1.88e-06,0.0,42164.742,1436.097,35799.455,35773.759,PAYLOAD,LARGE,SES,2011-09-21,FRGUI,,5177120,322296811,0 SES 2,1 37809U 11049A   26126.45893897 -.00000188  00000-0  00000+0 0  9999,2 37809   0.0638  89.7413 0003047 319.5431 253.2621  1.00271749 53547,37809,S37809,-,37809,2011-049A,P,P,SES-2,2011 Sep 21,S37812,SESSAP/SESE,US,2011 Sep 21 2213,In Earth orbit,-,2026 May  5 ,1436.093,35773, ,35799, ,0.06, ,GEO/S,37809,1.801728123443538
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WESTAR 5,1982-058A,EARTH,TEME,UTC,SGP4,2026-05-06T12:24:23.843232,0.99218779,0.0016879,13.1673,337.5118,280.542,297.3698,0,U,13269,999,11912,0.0,-3.11e-06,0.0,42462.535,1451.338,36156.073,36012.728,PAYLOAD,LARGE,US,1982-06-09,AFETR,,5177245,322299919,0 WESTAR 5,1 13269U 82058A   26126.51694263 -.00000311  00000-0  00000+0 0  9992,2 13269  13.1673 337.5118 0016879 280.5420 297.3698  0.99218779119124,13269,S13269,-,13269,1982-058A,P,P,Westar 5,1982 Jun  9,S13294,WUTC,US,1982 Jun  9 0105,In Earth orbit,-,2026 May  4 ,1451.333,36012, ,36156, ,13.17, ,GEO/ID,13269,1.804414541084579
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,KUPON,1997-070A,EARTH,TEME,UTC,SGP4,2026-05-06T02:34:19.866432,1.0026881,0.00043697,14.5549,354.9515,315.0279,44.9014,0,U,25045,999,10422,0.0,-2.61e-06,0.0,42165.566,1436.14,35805.856,35769.006,PAYLOAD,MEDIUM,CIS,1997-11-12,TTMTR,,5176958,322265265,0 KUPON,1 25045U 97070A   26126.10717438 -.00000261  00000-0  00000-0 0  9997,2 25045  14.5549 354.9515 0004370 315.0279  44.9014  1.00268810104226,25045,S25045,-,25045,1997-070A,P,P,Kupon,1997 Nov 12,S25048,TSBM,RU,1997 Nov 12 2340?,In Earth orbit,-,2026 May  5 ,1436.135,35768, ,35806, ,14.55, ,GEO/I,25045,1.8085426397279976
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ASIASAT 1,1990-030A,EARTH,TEME,UTC,SGP4,2026-05-06T08:06:07.566912,0.99244462,0.000374,14.9206,359.3537,332.9937,33.7578,0,U,20558,999,4580,0.0,-5.5e-07,0.0,42455.209,1450.963,36092.953,36061.196,PAYLOAD,LARGE,AC,1990-04-07,XSC,,5177416,322303575,0 ASIASAT 1,1 20558U 90030A   26126.33758758 -.00000055  00000-0  00000+0 0  9995,2 20558  14.9206 359.3537 0003740 332.9937  33.7578  0.99244462 45809,20558,S20558,-,20558,1990-030A,P,P,Asiasat 1,1990 Apr  7,S20559,ASIA,HKUK,1990 Apr  7 1351,In Earth orbit,-,2026 May  4 ,1450.972,36061, ,36093, ,14.92, ,GEO/ID,20558,1.810555175033889
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,COSMOS 2224,1992-088A,EARTH,TEME,UTC,SGP4,2026-05-06T09:35:53.170080,1.00244475,0.0006188,13.6592,348.2713,277.402,77.1049,0,U,22269,999,12166,0.0,-2.1e-06,0.0,42172.39,1436.488,35820.351,35768.158,PAYLOAD,LARGE,CIS,1992-12-17,TTMTR,,5177471,322304754,0 COSMOS 2224,1 22269U 92088A   26126.39992095 -.00000210  00000-0  00000+0 0  9994,2 22269  13.6592 348.2713 0006188 277.4020  77.1049  1.00244475121663,22269,S22269,-,22269,1992-088A,P,P,Kosmos-2224,1992 Dec 17,S22272,PVO,RU,1992 Dec 17 1940?,In Earth orbit,-,2026 May  4 ,1436.484,35767, ,35820, ,13.66, ,GEO/I,22269,1.8109592761319995
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EUTE 1-F2 (ECS 2),1984-081A,EARTH,TEME,UTC,SGP4,2026-05-05T21:33:18.887328,0.9879837,0.00080323,12.5431,333.217,230.5324,304.904,0,U,15158,999,11684,0.0,-2.23e-06,0.0,42582.909,1457.514,36238.978,36170.569,PAYLOAD,LARGE,EUTE,1984-08-04,FRGUI,,5176958,322262379,0 EUTE 1-F2 (ECS 2),1 15158U 84081A   26125.89813527 -.00000223  00000-0  00000-0 0  9998,2 15158  12.5431 333.2170 0008032 230.5324 304.9040  0.98798370116840,15158,S15158,-,15158,1984-081A,P,P,ECS 2,1984 Aug  4,S15166,EUTSA,F,1984 Aug  4 1351,In Earth orbit,-,2026 May  4 ,1457.51,36170, ,36238, ,12.54, ,GEO/ID,15158,1.8203388905450892
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,PAS 1,1988-051C,EARTH,TEME,UTC,SGP4,2026-05-06T06:27:04.149792,0.99393404,0.0003262,14.5522,4.9737,356.9154,351.5623,0,U,19217,999,14775,0.0,3.6e-07,0.0,42412.786,1448.788,36048.486,36020.816,PAYLOAD,LARGE,US,1988-06-15,FRGUI,,5177392,322302771,0 PAS 1,1 19217U 88051C   26126.26879803  .00000036  00000-0  00000+0 0  9990,2 19217  14.5522   4.9737 0003262 356.9154 351.5623  0.99393404147757,19217,S19217,-,19217,1988-051C,P,P,PAS 1,1988 Jun 15,S19218,SESINTU,US,1988 Jun 15 1142,In Earth orbit,-,2026 May  5 ,1448.794,36020, ,36048, ,14.55, ,GEO/ID,19217,1.820705271252991
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,SKYNET 4D,1998-002A,EARTH,TEME,UTC,SGP4,2026-05-05T21:21:14.165856,0.99150423,0.00025885,12.7843,11.0399,163.3132,83.3873,0,U,25134,999,10295,0.0,4.6e-07,0.0,42482.049,1452.339,36114.911,36092.918,PAYLOAD,LARGE,UK,1998-01-10,AFETR,,5176277,322216575,0 SKYNET 4D,1 25134U 98002A   26125.88974729  .00000046  00000-0  00000-0 0  9994,2 25134  12.7843  11.0399 0002588 163.3132  83.3873  0.99150423102959,25134,S25134,-,25134,1998-002A,P,P,Skynet 4D,1998 Jan 10,S25136,PARA,UK,1998 Jan 10 0145,In Earth orbit,-,2026 May  4 ,1452.34,36093, ,36114, ,12.78, ,GEO/ID,25134,1.8240072491175496
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,INSAT 4CR,2007-037A,EARTH,TEME,UTC,SGP4,2026-05-06T13:39:04.478112,0.99216268,0.0001497,6.7611,70.3263,297.7387,126.3909,0,U,32050,999,5076,0.0,9.7e-07,0.0,42463.252,1451.375,36091.474,36078.76,PAYLOAD,LARGE,IND,2007-09-02,SRI,,5177782,322312554,0 INSAT 4CR,1 32050U 07037A   26126.56880183  .00000097  00000-0  00000+0 0  9998,2 32050   6.7611  70.3263 0001497 297.7387 126.3909  0.99216268 50769,32050,S32050,-,32050,2007-037A,P,P,Insat 4CR,2007 Sep  2,S32051,ISRO,IN,2007 Sep  2 1306,In Earth orbit,-,2026 May  4 ,1451.378,36078, ,36091, ,6.76, ,GEO/ID,32050,1.825567378857403
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,COSMOS 2440,2008-033A,EARTH,TEME,UTC,SGP4,2026-05-05T18:56:49.675776,1.0027118,0.00038182,10.503,41.4484,217.4558,329.1399,0,U,33108,999,6536,0.0,-1.41e-06,0.0,42164.902,1436.106,35802.866,35770.667,PAYLOAD,LARGE,CIS,2008-06-27,TTMTR,,5176277,322220462,0 COSMOS 2440,1 33108U 08033A   26125.78946384 -.00000141  00000-0  00000-0 0  9991,2 33108  10.5030  41.4484 0003818 217.4558 329.1399  1.00271180 65369,33108,S33108,-,33108,2008-033A,P,P,Kosmos-2440,2008 Jun 26,S33111,PVO,RU,2008 Jun 27 0737,In Earth orbit,-,2026 May  3 ,1436.102,35770, ,35802, ,10.5, ,GEO/I,33108,1.8267820401333286
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ECHOSTAR 2,1996-055A,EARTH,TEME,UTC,SGP4,2026-05-06T05:52:59.917152,1.00342272,0.001065,11.9016,31.8988,85.8961,107.9786,0,U,24313,999,10859,0.0,-2.14e-06,0.0,42144.983,1435.088,35811.733,35721.964,PAYLOAD,LARGE,US,1996-09-11,FRGUI,,5177531,322306515,0 ECHOSTAR 2,1 24313U 96055A   26126.24513793 -.00000214  00000-0  00000+0 0  9996,2 24313  11.9016  31.8988 0010650  85.8961 107.9786  1.00342272108591,24313,S24313,-,24313,1996-055A,P,P,Echostar II,1996 Sep 11,S24314,DISHE,US,1996 Sep 11 0021,In Earth orbit,-,2026 May  5 ,1435.085,35722, ,35811, ,11.9, ,GEO/ID,24313,1.8270404089154462
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,BS-2B (YURI 2B),1986-016A,EARTH,TEME,UTC,SGP4,2026-05-06T07:11:37.376160,0.99293141,0.0011841,12.317,332.5863,226.8522,322.1123,0,U,16597,999,12770,0.0,-7.5e-07,0.0,42441.332,1450.251,36113.452,36012.943,PAYLOAD,LARGE,JPN,1986-02-12,TNSTA,,5177379,322302127,0 BS-2B (YURI 2B),1 16597U 86016A   26126.29973815 -.00000075  00000-0  00000+0 0  9992,2 16597  12.3170 332.5863 0011841 226.8522 322.1123  0.99293141127705,16597,S16597,-,16597,1986-016A,P,P,Yuri 2B,1986 Feb 12,S16600,JAXA,J,1986 Feb 12 0822,In Earth orbit,-,2026 May  5 ,1450.257,36013, ,36113, ,12.32, ,GEO/ID,16597,1.8298000646363253
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ASTRA 1F,1996-021A,EARTH,TEME,UTC,SGP4,2026-05-06T09:18:02.381184,0.99118606,4.01e-05,5.3164,74.3567,159.7123,42.1676,0,U,23842,999,5168,0.0,-3.5e-07,0.0,42491.14,1452.805,36114.709,36111.301,PAYLOAD,LARGE,SES,1996-04-08,TTMTR,,5177521,322306382,0 ASTRA 1F,1 23842U 96021A   26126.38752756 -.00000035  00000-0  00000+0 0  9995,2 23842   5.3164  74.3567 0000401 159.7123  42.1676  0.99118606 51681,23842,S23842,-,23842,1996-021A,P,P      G,Astra 1F,1996 Apr  8,S23845,SESSA,L,1996 Apr  9 0550,In Earth orbit,-,2026 May  5 ,1452.8,36111, ,36114, ,5.31, ,GEO/ID,23842,1.8314359216405034
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,NAHUEL I1 (ANIK C1),1985-028B,EARTH,TEME,UTC,SGP4,2026-05-06T06:11:38.620032,0.99659979,0.0013029,14.7722,352.4526,145.1398,58.9329,0,U,15642,999,4597,0.0,4.8e-07,0.0,42337.12,1444.913,36014.146,35903.824,PAYLOAD,LARGE,ARGN,1985-04-12,AFETR,,5177280,322300361,0 NAHUEL I1 (ANIK C1),1 15642U 85028B   26126.25808588  .00000048  00000-0  00000+0 0  9993,2 15642  14.7722 352.4526 0013029 145.1398  58.9329  0.99659979 45970,15642,S15642,-,15642,1985-028B,P,P ---S-,Brasil 1(T),1985 Apr 12,S15644,TSKYBR,BR,1985 Apr 13 0026,In Earth orbit,-,2026 May  4 ,1444.916,35904, ,36013, ,14.77, ,GEO/ID,15642,1.8359028898973144
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,DFS 2,1990-063B,EARTH,TEME,UTC,SGP4,2026-05-06T09:40:37.713792,0.99553289,0.0006337,14.5586,3.9597,280.9763,75.9421,0,U,20706,999,12250,0.0,-1.92e-06,0.0,42367.363,1446.462,36016.076,35962.38,PAYLOAD,LARGE,GER,1990-07-24,FRGUI,,5177420,322303120,0 DFS 2,1 20706U 90063B   26126.40321428 -.00000192  00000-0  00000+0 0  9996,2 20706  14.5586   3.9597 0006337 280.9763  75.9421  0.99553289122501,20706,S20706,-,20706,1990-063B,P,P,Kopernikus 2,1990 Jul 24,S20717,DBP,D,1990 Jul 24 2249,In Earth orbit,-,2026 May  4 ,1446.463,35962, ,36016, ,14.56, ,GEO/ID,20706,1.8359297653640414
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T07:56:53,18 SPCS,NSTAR A,1995-044A,EARTH,TEME,UTC,SGP4,2026-05-05T22:08:38.655168,0.99130176,0.0023577,13.1595,21.6419,8.9546,181.8274,0,U,23651,999,11149,0.0,-8.6e-07,0.0,42487.834,1452.635,36209.872,36009.525,PAYLOAD,LARGE,JPN,1995-08-29,FRGUI,,5176704,322253194,0 NSTAR A,1 23651U 95044A   26125.92266962 -.00000086  00000-0  00000+0 0  9991,2 23651  13.1595  21.6419 0023577   8.9546 181.8274  0.99130176111495,23651,S23651,-,23651,1995-044A,P,P,N-STAR a,1995 Aug 29,S23652,NTT,J,1995 Aug 29 0702,In Earth orbit,-,2026 May  4 ,1452.641,36009, ,36209, ,13.16, ,GEO/ID,23651,1.8365882760874281
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,COSMOS 2319,1995-045A,EARTH,TEME,UTC,SGP4,2026-05-06T01:40:26.051808,1.00174789,0.00057004,14.3576,353.0379,267.7813,96.1411,0,U,23653,999,11237,0.0,-3.44e-06,0.0,42191.945,1437.487,35837.861,35789.759,PAYLOAD,LARGE,CIS,1995-08-30,TTMTR,,5176958,322265121,0 COSMOS 2319,1 23653U 95045A   26126.06974597 -.00000344  00000-0  00000-0 0  9998,2 23653  14.3576 353.0379 0005700 267.7813  96.1411  1.00174789112376,23653,S23653,-,23653,1995-045A,P,P,Kosmos-2319,1995 Aug 30,S23656,VVKOV,RU,1995 Aug 31 0210?,In Earth orbit,-,2026 May  5 ,1437.48,35789, ,35837, ,14.36, ,GEO/ID,23653,1.8395462852663134
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EKRAN 11,1983-100A,EARTH,TEME,UTC,SGP4,2026-05-05T22:40:40.593792,1.00288818,0.00029028,7.8604,304.8351,357.0522,2.8566,0,U,14377,999,4695,0.0,-3.15e-06,0.0,42159.958,1435.853,35794.061,35769.584,PAYLOAD,LARGE,CIS,1983-09-29,TTMTR,,5176958,322262275,0 EKRAN 11,1 14377U 83100A   26125.94491428 -.00000315  00000-0  00000-0 0  9991,2 14377   7.8604 304.8351 0002903 357.0522   2.8566  1.00288818 46958,14377,S14377,-,14377,1983-100A,P,P,Ekran,1983 Sep 29,S14394,KS,SU,1983 Sep 30 0014?,In Earth orbit,-,2026 May  4 ,1435.845,35769, ,35794, ,7.86, ,GEO/I,14377,1.8395901938447223
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,ANIK F1,2000-076A,EARTH,TEME,UTC,SGP4,2026-05-06T12:46:06.260160,0.98956777,0.0006883,5.0901,75.3034,212.0838,8.0553,0,U,26624,999,4265,0.0,7.4e-07,0.0,42537.453,1455.181,36188.596,36130.039,PAYLOAD,LARGE,CA,2000-11-21,FRGUI,,5177722,322311272,0 ANIK F1,1 26624U 00076A   26126.53201690  .00000074  00000-0  00000+0 0  9996,2 26624   5.0901  75.3034 0006883 212.0838   8.0553  0.98956777 42654,26624,S26624,-,26624,2000-076A,P,P,Anik F1,2000 Nov 21,S26625,TCANL,CA,2000 Nov 22 0017,In Earth orbit,-,2026 May  5 ,1455.183,36129, ,36188, ,5.09, ,GEO/ID,26624,1.842138186897334
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ECHOSTAR 10,2006-003A,EARTH,TEME,UTC,SGP4,2026-05-06T10:54:15.459840,1.00272286,0.0002399,0.0515,71.2283,300.2971,266.1755,0,U,28935,999,7404,0.0,-4.8e-07,0.0,42164.592,1436.09,35796.572,35776.341,PAYLOAD,LARGE,US,2006-02-15,SEAL,,5177642,322309027,0 ECHOSTAR 10,1 28935U 06003A   26126.45434560 -.00000048  00000-0  00000+0 0  9996,2 28935   0.0515  71.2283 0002399 300.2971 266.1755  1.00272286 74043,28935,S28935,-,28935,2006-003A,P,P,Echostar X,2006 Feb 15,S28936,DISHE,US,2006 Feb 16 0037,In Earth orbit,-,2026 May  5 ,1436.091,35776, ,35796, ,0.05, ,GEO/S,28935,1.8428920001450815
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,COSMOS 1888,1987-084A,EARTH,TEME,UTC,SGP4,2026-05-06T01:33:04.258368,1.00151445,0.00011973,10.8566,326.3652,292.515,70.1213,0,U,18384,999,14127,0.0,-1.4e-06,0.0,42198.501,1437.822,35825.419,35815.314,PAYLOAD,LARGE,CIS,1987-10-01,TTMTR,,5176958,322263189,0 COSMOS 1888,1 18384U 87084A   26126.06463262 -.00000140  00000-0  00000-0 0  9993,2 18384  10.8566 326.3652 0001197 292.5150  70.1213  1.00151445141271,18384,S18384,-,18384,1987-084A,P,P,Kosmos-1888,1987 Oct  1,S18387,VVKOV,SU,1987 Oct  1 2348?,In Earth orbit,-,2026 May  5 ,1437.821,35815, ,35825, ,10.86, ,GEO/ID,18384,1.8430125091047764
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,TELSTAR 401,1993-077A,EARTH,TEME,UTC,SGP4,2026-05-06T05:28:43.234752,1.00284545,0.00070164,14.4639,351.1878,140.879,64.413,0,U,22927,999,11815,0.0,-8.1e-07,0.0,42161.155,1435.914,35812.602,35753.438,PAYLOAD,LARGE,US,1993-12-16,AFETR,,5176958,322264480,0 TELSTAR 401,1 22927U 93077A   26126.22827818 -.00000081  00000-0  00000-0 0  9993,2 22927  14.4639 351.1878 0007016 140.8790  64.4130  1.00284545118150,22927,S22927,-,22927,1993-077A,P,P,Telstar 401,1993 Dec 16,S22928,TSKYB,US,1993 Dec 16 0109,In Earth orbit,-,2026 May  4 ,1435.916,35753, ,35812, ,14.46, ,GEO/I,22927,1.8442732967437816
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TERRESTAR 1,2009-035A,EARTH,TEME,UTC,SGP4,2026-05-06T08:02:38.726880,1.00271888,0.0002749,5.1592,48.806,354.2569,190.7548,0,U,35496,999,6171,0.0,-4.8e-07,0.0,42164.703,1436.095,35798.159,35774.977,PAYLOAD,LARGE,US,2009-07-01,FRGUI,,5177345,322295666,0 TERRESTAR 1,1 35496U 09035A   26126.33517045 -.00000048  00000-0  00000+0 0  9991,2 35496   5.1592  48.8060 0002749 354.2569 190.7548  1.00271888 61717,35496,S35496,-,35496,2009-035A,P,P,T1,2009 Jul  1,S35497,DISHE,US,2009 Jul  1 1818,In Earth orbit,-,2026 May  4 ,1436.117,35775, ,35798, ,5.16, ,GEO/I,35496,1.8446697955534528
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,GSAT 12,2011-034A,EARTH,TEME,UTC,SGP4,2026-05-06T02:49:34.419072,0.98863275,0.00043388,5.1926,76.5886,182.0018,358.0659,0,U,37746,999,4291,0.0,-1.99e-06,0.0,42564.269,1456.557,36204.602,36167.666,PAYLOAD,LARGE,IND,2011-07-15,SRI,,5176958,322271131,0 GSAT 12,1 37746U 11034A   26126.11775948 -.00000199  00000-0  00000-0 0  9995,2 37746   5.1926  76.5886 0004339 182.0018 358.0659  0.98863275 42911,37746,S37746,-,37746,2011-034A,P,P,GSAT-12,2011 Jul 15,S37747,ISRO,IN,2011 Jul 15 1138,In Earth orbit,-,2026 May  5 ,1456.558,36167, ,36204, ,5.19, ,GEO/ID,37746,1.8455754117967398
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,AMOS 2,2003-059A,EARTH,TEME,UTC,SGP4,2026-05-06T02:45:42.289920,0.99400773,1.62e-05,8.4188,63.4493,115.1631,63.6302,0,U,28132,999,8162,0.0,-2.38e-06,0.0,42410.69,1448.681,36033.242,36031.868,PAYLOAD,LARGE,ISRA,2003-12-27,TTMTR,,5176958,322266394,0 AMOS 2,1 28132U 03059A   26126.11507280 -.00000238  00000-0  00000-0 0  9998,2 28132   8.4188  63.4493 0000162 115.1631  63.6302  0.99400773 81629,28132,S28132,-,28132,2003-059A,P,P,Amos 2,2003 Dec 27,S28133,IAIS,IL,2003 Dec 28 0406,In Earth orbit,-,2026 May  5 ,1448.678,36032, ,36032, ,8.42, ,GEO/ID,28132,1.8471132174613514
