m_debris_1_kg,m_debris_2_kg,m_debris_3_kg,m_debris_4_kg,m_debris_5_kg,total_debris_mass_kg,mission_days
1400,1400,2400,2000,1400,8600,195.30327629276843
1400,1400,2400,2000,1600,8800,195.30327629276843
1400,1400,2400,2000,1800,9000,196.03447131342654
1400,1400,2400,2000,2000,9200,200.30327629276843
1400,1400,2400,2000,2200,9400,200.30327629276843
1400,1400,2400,2000,2400,9600,204.1990739911438
1400,1400,2400,2200,1000,8400,195.30327629276843
1400,1400,2400,2200,1200,8600,195.30327629276843
1400,1400,2400,2200,1400,8800,195.30327629276843
1400,1400,2400,2200,1600,9000,195.30327629276843
1400,1400,2400,2200,1800,9200,196.03447131342654
1400,1400,2400,2200,2000,9400,200.30327629276843
1400,1400,2400,2200,2200,9600,200.30327629276843
1400,1400,2400,2200,2400,9800,204.1990739911438
1400,1400,2400,2400,1000,8600,195.30327629276843
1400,1400,2400,2400,1200,8800,195.30327629276843
1400,1400,2400,2400,1400,9000,195.30327629276843
1400,1400,2400,2400,1600,9200,195.30327629276843
1400,1400,2400,2400,1800,9400,196.03447131342654
1400,1400,2400,2400,2000,9600,200.30327629276843
1400,1400,2400,2400,2200,9800,200.30327629276843
1400,1400,2400,2400,2400,10000,204.1990739911438
1400,1600,1000,1000,1000,6000,195.30327629276843
1400,1600,1000,1000,1200,6200,195.30327629276843
1400,1600,1000,1000,1400,6400,195.30327629276843
1400,1600,1000,1000,1600,6600,195.30327629276843
1400,1600,1000,1000,1800,6800,196.03447131342654
1400,1600,1000,1000,2000,7000,200.30327629276843
1400,1600,1000,1000,2200,7200,200.30327629276843
1400,1600,1000,1000,2400,7400,204.1990739911438
1400,1600,1000,1200,1000,6200,195.30327629276843
1400,1600,1000,1200,1200,6400,195.30327629276843
1400,1600,1000,1200,1400,6600,195.30327629276843
1400,1600,1000,1200,1600,6800,195.30327629276843
1400,1600,1000,1200,1800,7000,196.03447131342654
1400,1600,1000,1200,2000,7200,200.30327629276843
1400,1600,1000,1200,2200,7400,200.30327629276843
1400,1600,1000,1200,2400,7600,204.1990739911438
1400,1600,1000,1400,1000,6400,195.30327629276843
1400,1600,1000,1400,1200,6600,195.30327629276843
1400,1600,1000,1400,1400,6800,195.30327629276843
1400,1600,1000,1400,1600,7000,195.30327629276843
1400,1600,1000,1400,1800,7200,196.03447131342654
1400,1600,1000,1400,2000,7400,200.30327629276843
1400,1600,1000,1400,2200,7600,200.30327629276843
1400,1600,1000,1400,2400,7800,204.1990739911438
1400,1600,1000,1600,1000,6600,195.30327629276843
1400,1600,1000,1600,1200,6800,195.30327629276843
1400,1600,1000,1600,1400,7000,195.30327629276843
1400,1600,1000,1600,1600,7200,195.30327629276843
1400,1600,1000,1600,1800,7400,196.03447131342654
1400,1600,1000,1600,2000,7600,200.30327629276843
1400,1600,1000,1600,2200,7800,200.30327629276843
1400,1600,1000,1600,2400,8000,204.1990739911438
1400,1600,1000,1800,1000,6800,195.30327629276843
1400,1600,1000,1800,1200,7000,195.30327629276843
1400,1600,1000,1800,1400,7200,195.30327629276843
1400,1600,1000,1800,1600,7400,195.30327629276843
1400,1600,1000,1800,1800,7600,196.03447131342654
1400,1600,1000,1800,2000,7800,200.30327629276843
1400,1600,1000,1800,2200,8000,200.30327629276843
1400,1600,1000,1800,2400,8200,204.1990739911438
1400,1600,1000,2000,1000,7000,195.30327629276843
1400,1600,1000,2000,1200,7200,195.30327629276843
1400,1600,1000,2000,1400,7400,195.30327629276843
1400,1600,1000,2000,1600,7600,195.30327629276843
1400,1600,1000,2000,1800,7800,196.03447131342654
1400,1600,1000,2000,2000,8000,200.30327629276843
1400,1600,1000,2000,2200,8200,200.30327629276843
1400,1600,1000,2000,2400,8400,204.1990739911438
1400,1600,1000,2200,1000,7200,195.30327629276843
1400,1600,1000,2200,1200,7400,195.30327629276843
1400,1600,1000,2200,1400,7600,195.30327629276843
1400,1600,1000,2200,1600,7800,195.30327629276843
1400,1600,1000,2200,1800,8000,196.03447131342654
1400,1600,1000,2200,2000,8200,200.30327629276843
1400,1600,1000,2200,2200,8400,200.30327629276843
1400,1600,1000,2200,2400,8600,204.1990739911438
1400,1600,1000,2400,1000,7400,195.30327629276843
1400,1600,1000,2400,1200,7600,195.30327629276843
1400,1600,1000,2400,1400,7800,195.30327629276843
1400,1600,1000,2400,1600,8000,195.30327629276843
1400,1600,1000,2400,1800,8200,196.03447131342654
1400,1600,1000,2400,2000,8400,200.30327629276843
1400,1600,1000,2400,2200,8600,200.30327629276843
1400,1600,1000,2400,2400,8800,204.1990739911438
1400,1600,1200,1000,1000,6200,195.30327629276843
1400,1600,1200,1000,1200,6400,195.30327629276843
1400,1600,1200,1000,1400,6600,195.30327629276843
1400,1600,1200,1000,1600,6800,195.30327629276843
1400,1600,1200,1000,1800,7000,196.03447131342654
1400,1600,1200,1000,2000,7200,200.30327629276843
1400,1600,1200,1000,2200,7400,200.30327629276843
1400,1600,1200,1000,2400,7600,204.1990739911438
1400,1600,1200,1200,1000,6400,195.30327629276843
1400,1600,1200,1200,1200,6600,195.30327629276843
1400,1600,1200,1200,1400,6800,195.30327629276843
1400,1600,1200,1200,1600,7000,195.30327629276843
1400,1600,1200,1200,1800,7200,196.03447131342654
1400,1600,1200,1200,2000,7400,200.30327629276843
1400,1600,1200,1200,2200,7600,200.30327629276843
1400,1600,1200,1200,2400,7800,204.1990739911438
1400,1600,1200,1400,1000,6600,195.30327629276843
1400,1600,1200,1400,1200,6800,195.30327629276843
1400,1600,1200,1400,1400,7000,195.30327629276843
1400,1600,1200,1400,1600,7200,195.30327629276843
1400,1600,1200,1400,1800,7400,196.03447131342654
1400,1600,1200,1400,2000,7600,200.30327629276843
1400,1600,1200,1400,2200,7800,200.30327629276843
1400,1600,1200,1400,2400,8000,204.1990739911438
1400,1600,1200,1600,1000,6800,195.30327629276843
1400,1600,1200,1600,1200,7000,195.30327629276843
1400,1600,1200,1600,1400,7200,195.30327629276843
1400,1600,1200,1600,1600,7400,195.30327629276843
1400,1600,1200,1600,1800,7600,196.03447131342654
1400,1600,1200,1600,2000,7800,200.30327629276843
1400,1600,1200,1600,2200,8000,200.30327629276843
1400,1600,1200,1600,2400,8200,204.1990739911438
1400,1600,1200,1800,1000,7000,195.30327629276843
1400,1600,1200,1800,1200,7200,195.30327629276843
1400,1600,1200,1800,1400,7400,195.30327629276843
1400,1600,1200,1800,1600,7600,195.30327629276843
1400,1600,1200,1800,1800,7800,196.03447131342654
1400,1600,1200,1800,2000,8000,200.30327629276843
1400,1600,1200,1800,2200,8200,200.30327629276843
1400,1600,1200,1800,2400,8400,204.1990739911438
1400,1600,1200,2000,1000,7200,195.30327629276843
1400,1600,1200,2000,1200,7400,195.30327629276843
1400,1600,1200,2000,1400,7600,195.30327629276843
1400,1600,1200,2000,1600,7800,195.30327629276843
1400,1600,1200,2000,1800,8000,196.03447131342654
1400,1600,1200,2000,2000,8200,200.30327629276843
1400,1600,1200,2000,2200,8400,200.30327629276843
1400,1600,1200,2000,2400,8600,204.1990739911438
1400,1600,1200,2200,1000,7400,195.30327629276843
1400,1600,1200,2200,1200,7600,195.30327629276843
1400,1600,1200,2200,1400,7800,195.30327629276843
1400,1600,1200,2200,1600,8000,195.30327629276843
1400,1600,1200,2200,1800,8200,196.03447131342654
1400,1600,1200,2200,2000,8400,200.30327629276843
1400,1600,1200,2200,2200,8600,200.30327629276843
1400,1600,1200,2200,2400,8800,204.1990739911438
1400,1600,1200,2400,1000,7600,195.30327629276843
1400,1600,1200,2400,1200,7800,195.30327629276843
1400,1600,1200,2400,1400,8000,195.30327629276843
1400,1600,1200,2400,1600,8200,195.30327629276843
1400,1600,1200,2400,1800,8400,196.03447131342654
1400,1600,1200,2400,2000,8600,200.30327629276843
1400,1600,1200,2400,2200,8800,200.30327629276843
1400,1600,1200,2400,2400,9000,204.1990739911438
1400,1600,1400,1000,1000,6400,195.30327629276843
1400,1600,1400,1000,1200,6600,195.30327629276843
1400,1600,1400,1000,1400,6800,195.30327629276843
1400,1600,1400,1000,1600,7000,195.30327629276843
1400,1600,1400,1000,1800,7200,196.03447131342654
1400,1600,1400,1000,2000,7400,200.30327629276843
1400,1600,1400,1000,2200,7600,200.30327629276843
1400,1600,1400,1000,2400,7800,204.1990739911438
1400,1600,1400,1200,1000,6600,195.30327629276843
1400,1600,1400,1200,1200,6800,195.30327629276843
1400,1600,1400,1200,1400,7000,195.30327629276843
1400,1600,1400,1200,1600,7200,195.30327629276843
1400,1600,1400,1200,1800,7400,196.03447131342654
1400,1600,1400,1200,2000,7600,200.30327629276843
1400,1600,1400,1200,2200,7800,200.30327629276843
1400,1600,1400,1200,2400,8000,204.1990739911438
1400,1600,1400,1400,1000,6800,195.30327629276843
1400,1600,1400,1400,1200,7000,195.30327629276843
1400,1600,1400,1400,1400,7200,195.30327629276843
1400,1600,1400,1400,1600,7400,195.30327629276843
1400,1600,1400,1400,1800,7600,196.03447131342654
1400,1600,1400,1400,2000,7800,200.30327629276843
1400,1600,1400,1400,2200,8000,200.30327629276843
1400,1600,1400,1400,2400,8200,204.1990739911438
1400,1600,1400,1600,1000,7000,195.30327629276843
1400,1600,1400,1600,1200,7200,195.30327629276843
1400,1600,1400,1600,1400,7400,195.30327629276843
1400,1600,1400,1600,1600,7600,195.30327629276843
1400,1600,1400,1600,1800,7800,196.03447131342654
1400,1600,1400,1600,2000,8000,200.30327629276843
1400,1600,1400,1600,2200,8200,200.30327629276843
1400,1600,1400,1600,2400,8400,204.1990739911438
1400,1600,1400,1800,1000,7200,195.30327629276843
1400,1600,1400,1800,1200,7400,195.30327629276843
1400,1600,1400,1800,1400,7600,195.30327629276843
1400,1600,1400,1800,1600,7800,195.30327629276843
1400,1600,1400,1800,1800,8000,196.03447131342654
1400,1600,1400,1800,2000,8200,200.30327629276843
1400,1600,1400,1800,2200,8400,200.30327629276843
1400,1600,1400,1800,2400,8600,204.1990739911438
1400,1600,1400,2000,1000,7400,195.30327629276843
1400,1600,1400,2000,1200,7600,195.30327629276843
1400,1600,1400,2000,1400,7800,195.30327629276843
1400,1600,1400,2000,1600,8000,195.30327629276843
1400,1600,1400,2000,1800,8200,196.03447131342654
1400,1600,1400,2000,2000,8400,200.30327629276843
1400,1600,1400,2000,2200,8600,200.30327629276843
1400,1600,1400,2000,2400,8800,204.1990739911438
1400,1600,1400,2200,1000,7600,195.30327629276843
1400,1600,1400,2200,1200,7800,195.30327629276843
1400,1600,1400,2200,1400,8000,195.30327629276843
1400,1600,1400,2200,1600,8200,195.30327629276843
1400,1600,1400,2200,1800,8400,196.03447131342654
1400,1600,1400,2200,2000,8600,200.30327629276843
1400,1600,1400,2200,2200,8800,200.30327629276843
1400,1600,1400,2200,2400,9000,204.1990739911438
1400,1600,1400,2400,1000,7800,195.30327629276843
1400,1600,1400,2400,1200,8000,195.30327629276843
1400,1600,1400,2400,1400,8200,195.30327629276843
1400,1600,1400,2400,1600,8400,195.30327629276843
1400,1600,1400,2400,1800,8600,196.03447131342654
1400,1600,1400,2400,2000,8800,200.30327629276843
1400,1600,1400,2400,2200,9000,200.30327629276843
1400,1600,1400,2400,2400,9200,204.1990739911438
1400,1600,1600,1000,1000,6600,195.30327629276843
1400,1600,1600,1000,1200,6800,195.30327629276843
1400,1600,1600,1000,1400,7000,195.30327629276843
1400,1600,1600,1000,1600,7200,195.30327629276843
1400,1600,1600,1000,1800,7400,196.03447131342654
1400,1600,1600,1000,2000,7600,200.30327629276843
1400,1600,1600,1000,2200,7800,200.30327629276843
1400,1600,1600,1000,2400,8000,204.1990739911438
1400,1600,1600,1200,1000,6800,195.30327629276843
1400,1600,1600,1200,1200,7000,195.30327629276843
1400,1600,1600,1200,1400,7200,195.30327629276843
1400,1600,1600,1200,1600,7400,195.30327629276843
1400,1600,1600,1200,1800,7600,196.03447131342654
1400,1600,1600,1200,2000,7800,200.30327629276843
1400,1600,1600,1200,2200,8000,200.30327629276843
1400,1600,1600,1200,2400,8200,204.1990739911438
1400,1600,1600,1400,1000,7000,195.30327629276843
1400,1600,1600,1400,1200,7200,195.30327629276843
1400,1600,1600,1400,1400,7400,195.30327629276843
1400,1600,1600,1400,1600,7600,195.30327629276843
1400,1600,1600,1400,1800,7800,196.03447131342654
1400,1600,1600,1400,2000,8000,200.30327629276843
1400,1600,1600,1400,2200,8200,200.30327629276843
1400,1600,1600,1400,2400,8400,204.1990739911438
1400,1600,1600,1600,1000,7200,195.30327629276843
1400,1600,1600,1600,1200,7400,195.30327629276843
1400,1600,1600,1600,1400,7600,195.30327629276843
1400,1600,1600,1600,1600,7800,195.30327629276843
1400,1600,1600,1600,1800,8000,196.03447131342654
1400,1600,1600,1600,2000,8200,200.30327629276843
1400,1600,1600,1600,2200,8400,200.30327629276843
1400,1600,1600,1600,2400,8600,204.1990739911438
1400,1600,1600,1800,1000,7400,195.30327629276843
1400,1600,1600,1800,1200,7600,195.30327629276843
1400,1600,1600,1800,1400,7800,195.30327629276843
1400,1600,1600,1800,1600,8000,195.30327629276843
1400,1600,1600,1800,1800,8200,196.03447131342654
1400,1600,1600,1800,2000,8400,200.30327629276843
1400,1600,1600,1800,2200,8600,200.30327629276843
1400,1600,1600,1800,2400,8800,204.1990739911438
1400,1600,1600,2000,1000,7600,195.30327629276843
1400,1600,1600,2000,1200,7800,195.30327629276843
1400,1600,1600,2000,1400,8000,195.30327629276843
1400,1600,1600,2000,1600,8200,195.30327629276843
1400,1600,1600,2000,1800,8400,196.03447131342654
1400,1600,1600,2000,2000,8600,200.30327629276843
1400,1600,1600,2000,2200,8800,200.30327629276843
1400,1600,1600,2000,2400,9000,204.1990739911438
1400,1600,1600,2200,1000,7800,195.30327629276843
1400,1600,1600,2200,1200,8000,195.30327629276843
1400,1600,1600,2200,1400,8200,195.30327629276843
1400,1600,1600,2200,1600,8400,195.30327629276843
1400,1600,1600,2200,1800,8600,196.03447131342654
1400,1600,1600,2200,2000,8800,200.30327629276843
1400,1600,1600,2200,2200,9000,200.30327629276843
1400,1600,1600,2200,2400,9200,204.1990739911438
1400,1600,1600,2400,1000,8000,195.30327629276843
1400,1600,1600,2400,1200,8200,195.30327629276843
1400,1600,1600,2400,1400,8400,195.30327629276843
1400,1600,1600,2400,1600,8600,195.30327629276843
1400,1600,1600,2400,1800,8800,196.03447131342654
1400,1600,1600,2400,2000,9000,200.30327629276843
1400,1600,1600,2400,2200,9200,200.30327629276843
1400,1600,1600,2400,2400,9400,204.1990739911438
1400,1600,1800,1000,1000,6800,195.30327629276843
1400,1600,1800,1000,1200,7000,195.30327629276843
1400,1600,1800,1000,1400,7200,195.30327629276843
1400,1600,1800,1000,1600,7400,195.30327629276843
1400,1600,1800,1000,1800,7600,196.03447131342654
1400,1600,1800,1000,2000,7800,200.30327629276843
1400,1600,1800,1000,2200,8000,200.30327629276843
1400,1600,1800,1000,2400,8200,204.1990739911438
1400,1600,1800,1200,1000,7000,195.30327629276843
1400,1600,1800,1200,1200,7200,195.30327629276843
1400,1600,1800,1200,1400,7400,195.30327629276843
1400,1600,1800,1200,1600,7600,195.30327629276843
1400,1600,1800,1200,1800,7800,196.03447131342654
1400,1600,1800,1200,2000,8000,200.30327629276843
1400,1600,1800,1200,2200,8200,200.30327629276843
1400,1600,1800,1200,2400,8400,204.1990739911438
1400,1600,1800,1400,1000,7200,195.30327629276843
1400,1600,1800,1400,1200,7400,195.30327629276843
1400,1600,1800,1400,1400,7600,195.30327629276843
1400,1600,1800,1400,1600,7800,195.30327629276843
1400,1600,1800,1400,1800,8000,196.03447131342654
1400,1600,1800,1400,2000,8200,200.30327629276843
1400,1600,1800,1400,2200,8400,200.30327629276843
1400,1600,1800,1400,2400,8600,204.1990739911438
1400,1600,1800,1600,1000,7400,195.30327629276843
1400,1600,1800,1600,1200,7600,195.30327629276843
1400,1600,1800,1600,1400,7800,195.30327629276843
1400,1600,1800,1600,1600,8000,195.30327629276843
1400,1600,1800,1600,1800,8200,196.03447131342654
1400,1600,1800,1600,2000,8400,200.30327629276843
1400,1600,1800,1600,2200,8600,200.30327629276843
1400,1600,1800,1600,2400,8800,204.1990739911438
1400,1600,1800,1800,1000,7600,195.30327629276843
1400,1600,1800,1800,1200,7800,195.30327629276843
1400,1600,1800,1800,1400,8000,195.30327629276843
1400,1600,1800,1800,1600,8200,195.30327629276843
1400,1600,1800,1800,1800,8400,196.03447131342654
1400,1600,1800,1800,2000,8600,200.30327629276843
1400,1600,1800,1800,2200,8800,200.30327629276843
1400,1600,1800,1800,2400,9000,204.1990739911438
1400,1600,1800,2000,1000,7800,195.30327629276843
1400,1600,1800,2000,1200,8000,195.30327629276843
1400,1600,1800,2000,1400,8200,195.30327629276843
1400,1600,1800,2000,1600,8400,195.30327629276843
1400,1600,1800,2000,1800,8600,196.03447131342654
1400,1600,1800,2000,2000,8800,200.30327629276843
1400,1600,1800,2000,2200,9000,200.30327629276843
1400,1600,1800,2000,2400,9200,204.1990739911438
1400,1600,1800,2200,1000,8000,195.30327629276843
1400,1600,1800,2200,1200,8200,195.30327629276843
1400,1600,1800,2200,1400,8400,195.30327629276843
1400,1600,1800,2200,1600,8600,195.30327629276843
1400,1600,1800,2200,1800,8800,196.03447131342654
1400,1600,1800,2200,2000,9000,200.30327629276843
1400,1600,1800,2200,2200,9200,200.30327629276843
1400,1600,1800,2200,2400,9400,204.1990739911438
1400,1600,1800,2400,1000,8200,195.30327629276843
1400,1600,1800,2400,1200,8400,195.30327629276843
1400,1600,1800,2400,1400,8600,195.30327629276843
1400,1600,1800,2400,1600,8800,195.30327629276843
1400,1600,1800,2400,1800,9000,196.03447131342654
1400,1600,1800,2400,2000,9200,200.30327629276843
1400,1600,1800,2400,2200,9400,200.30327629276843
1400,1600,1800,2400,2400,9600,204.1990739911438
1400,1600,2000,1000,1000,7000,195.30327629276843
1400,1600,2000,1000,1200,7200,195.30327629276843
1400,1600,2000,1000,1400,7400,195.30327629276843
1400,1600,2000,1000,1600,7600,195.30327629276843
1400,1600,2000,1000,1800,7800,196.03447131342654
1400,1600,2000,1000,2000,8000,200.30327629276843
1400,1600,2000,1000,2200,8200,200.30327629276843
1400,1600,2000,1000,2400,8400,204.1990739911438
1400,1600,2000,1200,1000,7200,195.30327629276843
1400,1600,2000,1200,1200,7400,195.30327629276843
1400,1600,2000,1200,1400,7600,195.30327629276843
1400,1600,2000,1200,1600,7800,195.30327629276843
1400,1600,2000,1200,1800,8000,196.03447131342654
1400,1600,2000,1200,2000,8200,200.30327629276843
1400,1600,2000,1200,2200,8400,200.30327629276843
1400,1600,2000,1200,2400,8600,204.1990739911438
1400,1600,2000,1400,1000,7400,195.30327629276843
1400,1600,2000,1400,1200,7600,195.30327629276843
1400,1600,2000,1400,1400,7800,195.30327629276843
1400,1600,2000,1400,1600,8000,195.30327629276843
1400,1600,2000,1400,1800,8200,196.03447131342654
1400,1600,2000,1400,2000,8400,200.30327629276843
1400,1600,2000,1400,2200,8600,200.30327629276843
1400,1600,2000,1400,2400,8800,204.1990739911438
1400,1600,2000,1600,1000,7600,195.30327629276843
1400,1600,2000,1600,1200,7800,195.30327629276843
1400,1600,2000,1600,1400,8000,195.30327629276843
1400,1600,2000,1600,1600,8200,195.30327629276843
1400,1600,2000,1600,1800,8400,196.03447131342654
1400,1600,2000,1600,2000,8600,200.30327629276843
1400,1600,2000,1600,2200,8800,200.30327629276843
1400,1600,2000,1600,2400,9000,204.1990739911438
1400,1600,2000,1800,1000,7800,195.30327629276843
1400,1600,2000,1800,1200,8000,195.30327629276843
1400,1600,2000,1800,1400,8200,195.30327629276843
1400,1600,2000,1800,1600,8400,195.30327629276843
1400,1600,2000,1800,1800,8600,196.03447131342654
1400,1600,2000,1800,2000,8800,200.30327629276843
1400,1600,2000,1800,2200,9000,200.30327629276843
1400,1600,2000,1800,2400,9200,204.1990739911438
1400,1600,2000,2000,1000,8000,195.30327629276843
1400,1600,2000,2000,1200,8200,195.30327629276843
1400,1600,2000,2000,1400,8400,195.30327629276843
1400,1600,2000,2000,1600,8600,195.30327629276843
1400,1600,2000,2000,1800,8800,196.03447131342654
1400,1600,2000,2000,2000,9000,200.30327629276843
1400,1600,2000,2000,2200,9200,200.30327629276843
1400,1600,2000,2000,2400,9400,204.1990739911438
1400,1600,2000,2200,1000,8200,195.30327629276843
1400,1600,2000,2200,1200,8400,195.30327629276843
1400,1600,2000,2200,1400,8600,195.30327629276843
1400,1600,2000,2200,1600,8800,195.30327629276843
1400,1600,2000,2200,1800,9000,196.03447131342654
1400,1600,2000,2200,2000,9200,200.30327629276843
1400,1600,2000,2200,2200,9400,200.30327629276843
1400,1600,2000,2200,2400,9600,204.1990739911438
1400,1600,2000,2400,1000,8400,195.30327629276843
1400,1600,2000,2400,1200,8600,195.30327629276843
1400,1600,2000,2400,1400,8800,195.30327629276843
1400,1600,2000,2400,1600,9000,195.30327629276843
1400,1600,2000,2400,1800,9200,196.03447131342654
1400,1600,2000,2400,2000,9400,200.30327629276843
1400,1600,2000,2400,2200,9600,200.30327629276843
1400,1600,2000,2400,2400,9800,204.1990739911438
1400,1600,2200,1000,1000,7200,195.30327629276843
1400,1600,2200,1000,1200,7400,195.30327629276843
1400,1600,2200,1000,1400,7600,195.30327629276843
1400,1600,2200,1000,1600,7800,195.30327629276843
1400,1600,2200,1000,1800,8000,196.03447131342654
1400,1600,2200,1000,2000,8200,200.30327629276843
1400,1600,2200,1000,2200,8400,200.30327629276843
1400,1600,2200,1000,2400,8600,204.1990739911438
1400,1600,2200,1200,1000,7400,195.30327629276843
1400,1600,2200,1200,1200,7600,195.30327629276843
1400,1600,2200,1200,1400,7800,195.30327629276843
1400,1600,2200,1200,1600,8000,195.30327629276843
1400,1600,2200,1200,1800,8200,196.03447131342654
1400,1600,2200,1200,2000,8400,200.30327629276843
1400,1600,2200,1200,2200,8600,200.30327629276843
1400,1600,2200,1200,2400,8800,204.1990739911438
1400,1600,2200,1400,1000,7600,195.30327629276843
1400,1600,2200,1400,1200,7800,195.30327629276843
1400,1600,2200,1400,1400,8000,195.30327629276843
1400,1600,2200,1400,1600,8200,195.30327629276843
1400,1600,2200,1400,1800,8400,196.03447131342654
1400,1600,2200,1400,2000,8600,200.30327629276843
1400,1600,2200,1400,2200,8800,200.30327629276843
1400,1600,2200,1400,2400,9000,204.1990739911438
1400,1600,2200,1600,1000,7800,195.30327629276843
1400,1600,2200,1600,1200,8000,195.30327629276843
1400,1600,2200,1600,1400,8200,195.30327629276843
1400,1600,2200,1600,1600,8400,195.30327629276843
1400,1600,2200,1600,1800,8600,196.03447131342654
1400,1600,2200,1600,2000,8800,200.30327629276843
1400,1600,2200,1600,2200,9000,200.30327629276843
1400,1600,2200,1600,2400,9200,204.1990739911438
1400,1600,2200,1800,1000,8000,195.30327629276843
1400,1600,2200,1800,1200,8200,195.30327629276843
1400,1600,2200,1800,1400,8400,195.30327629276843
1400,1600,2200,1800,1600,8600,195.30327629276843
1400,1600,2200,1800,1800,8800,196.03447131342654
1400,1600,2200,1800,2000,9000,200.30327629276843
1400,1600,2200,1800,2200,9200,200.30327629276843
1400,1600,2200,1800,2400,9400,204.1990739911438
1400,1600,2200,2000,1000,8200,195.30327629276843
1400,1600,2200,2000,1200,8400,195.30327629276843
1400,1600,2200,2000,1400,8600,195.30327629276843
1400,1600,2200,2000,1600,8800,195.30327629276843
1400,1600,2200,2000,1800,9000,196.03447131342654
1400,1600,2200,2000,2000,9200,200.30327629276843
1400,1600,2200,2000,2200,9400,200.30327629276843
1400,1600,2200,2000,2400,9600,204.1990739911438
1400,1600,2200,2200,1000,8400,195.30327629276843
1400,1600,2200,2200,1200,8600,195.30327629276843
1400,1600,2200,2200,1400,8800,195.30327629276843
1400,1600,2200,2200,1600,9000,195.30327629276843
1400,1600,2200,2200,1800,9200,196.03447131342654
1400,1600,2200,2200,2000,9400,200.30327629276843
1400,1600,2200,2200,2200,9600,200.30327629276843
1400,1600,2200,2200,2400,9800,204.1990739911438
1400,1600,2200,2400,1000,8600,195.30327629276843
1400,1600,2200,2400,1200,8800,195.30327629276843
1400,1600,2200,2400,1400,9000,195.30327629276843
1400,1600,2200,2400,1600,9200,195.30327629276843
1400,1600,2200,2400,1800,9400,196.03447131342654
1400,1600,2200,2400,2000,9600,200.30327629276843
1400,1600,2200,2400,2200,9800,200.30327629276843
1400,1600,2200,2400,2400,10000,204.1990739911438
1400,1600,2400,1000,1000,7400,195.30327629276843
1400,1600,2400,1000,1200,7600,195.30327629276843
1400,1600,2400,1000,1400,7800,195.30327629276843
1400,1600,2400,1000,1600,8000,195.30327629276843
1400,1600,2400,1000,1800,8200,196.03447131342654
1400,1600,2400,1000,2000,8400,200.30327629276843
1400,1600,2400,1000,2200,8600,200.30327629276843
1400,1600,2400,1000,2400,8800,204.1990739911438
1400,1600,2400,1200,1000,7600,195.30327629276843
1400,1600,2400,1200,1200,7800,195.30327629276843
1400,1600,2400,1200,1400,8000,195.30327629276843
1400,1600,2400,1200,1600,8200,195.30327629276843
1400,1600,2400,1200,1800,8400,196.03447131342654
1400,1600,2400,1200,2000,8600,200.30327629276843
1400,1600,2400,1200,2200,8800,200.30327629276843
1400,1600,2400,1200,2400,9000,204.1990739911438
1400,1600,2400,1400,1000,7800,195.30327629276843
1400,1600,2400,1400,1200,8000,195.30327629276843
1400,1600,2400,1400,1400,8200,195.30327629276843
1400,1600,2400,1400,1600,8400,195.30327629276843
1400,1600,2400,1400,1800,8600,196.03447131342654
1400,1600,2400,1400,2000,8800,200.30327629276843
1400,1600,2400,1400,2200,9000,200.30327629276843
1400,1600,2400,1400,2400,9200,204.1990739911438
1400,1600,2400,1600,1000,8000,195.30327629276843
1400,1600,2400,1600,1200,8200,195.30327629276843
1400,1600,2400,1600,1400,8400,195.30327629276843
1400,1600,2400,1600,1600,8600,195.30327629276843
1400,1600,2400,1600,1800,8800,196.03447131342654
1400,1600,2400,1600,2000,9000,200.30327629276843
1400,1600,2400,1600,2200,9200,200.30327629276843
1400,1600,2400,1600,2400,9400,204.1990739911438
1400,1600,2400,1800,1000,8200,195.30327629276843
1400,1600,2400,1800,1200,8400,195.30327629276843
1400,1600,2400,1800,1400,8600,195.30327629276843
1400,1600,2400,1800,1600,8800,195.30327629276843
1400,1600,2400,1800,1800,9000,196.03447131342654
1400,1600,2400,1800,2000,9200,200.30327629276843
1400,1600,2400,1800,2200,9400,200.30327629276843
1400,1600,2400,1800,2400,9600,204.1990739911438
1400,1600,2400,2000,1000,8400,195.30327629276843
1400,1600,2400,2000,1200,8600,195.30327629276843
1400,1600,2400,2000,1400,8800,195.30327629276843
1400,1600,2400,2000,1600,9000,195.30327629276843
1400,1600,2400,2000,1800,9200,196.03447131342654
1400,1600,2400,2000,2000,9400,200.30327629276843
1400,1600,2400,2000,2200,9600,200.30327629276843
1400,1600,2400,2000,2400,9800,204.1990739911438
1400,1600,2400,2200,1000,8600,195.30327629276843
1400,1600,2400,2200,1200,8800,195.30327629276843
1400,1600,2400,2200,1400,9000,195.30327629276843
1400,1600,2400,2200,1600,9200,195.30327629276843
1400,1600,2400,2200,1800,9400,196.03447131342654
1400,1600,2400,2200,2000,9600,200.30327629276843
1400,1600,2400,2200,2200,9800,200.30327629276843
1400,1600,2400,2200,2400,10000,204.1990739911438
1400,1600,2400,2400,1000,8800,195.30327629276843
1400,1600,2400,2400,1200,9000,195.30327629276843
1400,1600,2400,2400,1400,9200,195.30327629276843
1400,1600,2400,2400,1600,9400,195.30327629276843
1400,1600,2400,2400,1800,9600,196.03447131342654
1400,1600,2400,2400,2000,9800,200.30327629276843
1400,1600,2400,2400,2200,10000,200.30327629276843
1400,1600,2400,2400,2400,10200,204.1990739911438
1400,1800,1000,1000,1000,6200,195.30327629276843
