ms_isp_s,mission_days
240,297.26447151006096
241,297.26447151006096
242,296.24176971571546
243,296.24176971571546
244,296.24176971571546
245,296.24176971571546
246,296.24176971571546
247,296.24176971571546
248,296.24176971571546
249,296.24176971571546
250,296.24176971571546
251,296.24176971571546
252,296.24176971571546
253,296.24176971571546
254,296.24176971571546
255,296.24176971571546
256,296.24176971571546
257,296.24176971571546
258,296.24176971571546
259,296.24176971571546
