mission_days,total_delta_v_m_s
183.21708407373822,628.095922200048
183.26955498018188,627.7923990992263
181.97672522751228,636.5529988564067
181.98274758196663,636.5452404929133
181.95149200856517,636.8456613722409
181.95751436301953,636.8379030087475
180.4326494957469,647.1592508080229
183.26450002719832,628.0211793892619
181.9452300963497,637.0073090390497
183.23718001474836,628.3127849580964
181.91999687740258,637.2999715548839
181.9603116501434,637.1006258741342
183.100501067605,629.460759828215
183.08154141860894,629.639856577386
181.9350784311963,637.3932883899683
183.1907162331176,628.9231543663353
181.99844489985387,637.1252982262531
181.7919314912561,638.5539838683907
181.98040759115355,637.3174886321826
181.95517437220644,637.6101511480168
183.21081217412774,629.1400171243837
181.99610487673178,637.5061694581893
181.99242246224338,637.5565320177121
183.24623867754406,629.092400856407
183.24040024464125,629.1438138745416
181.75553603681269,639.2628115034879
180.50166027841547,647.7768307945043
181.9566292932681,638.0018877106843
183.2553017829473,629.2588027061955
180.4618040013427,648.1636509990025
181.931396074321,638.2945502265185
183.21987084207805,629.6602065605622
181.9475701709938,638.2875140689287
183.30037781598608,629.1607836348558
183.25310082400105,629.5240131205552
181.9223369520467,638.5801765847629
181.97434511729676,638.2479327115328
180.4242434360294,648.7883367204196
181.9720050941747,638.6288039434689
181.9683226796863,638.679166502992
182.2435823245403,637.1765965785007
180.43030946533761,649.478238033323
181.79795383464528,640.2545421906732
183.22900104144395,630.646647605835
180.49921017562886,649.1116839558724
181.50897957720338,642.6376452782516
180.44170844679752,649.9779966033217
181.9626516366573,639.7024460329668
183.27122262450897,630.8614077759876
181.9374184177102,639.995108548801
183.23286578978102,631.366557119268
180.53893690648326,649.6766716582388
183.28719389499568,631.2626921596861
180.51650169548213,650.0048368223969
183.25296173079116,631.5834198773164
183.2688825390287,631.6052073937228
183.2643605605356,631.7062893014227
181.8290290182925,641.6374853958812
182.86640439809005,634.6323264635639
183.0713456463939,633.3522239029717
183.28028178872765,632.0238801249549
183.23520583763798,632.4160082462491
181.95125243346,641.2052797642602
180.53659685331198,650.8118481833072
181.9260192145129,641.4979422800944
180.54799647989483,650.8923138201151
183.28485384182443,632.3978686847546
181.79753356125414,642.4583969070023
181.78183649712656,642.691379400111
180.17296512978265,653.6675382531175
181.9912329961217,641.4754294355762
182.84230461553298,635.7549609488436
179.67327695923078,657.8345082561692
181.78417653946167,643.5802075226569
183.22380663444068,633.9188419775425
180.5188417443542,652.2437285954304
181.96937423396795,642.5426744196925
181.96703421084587,642.9235456516287
181.96335179635747,642.9739082111518
181.81449996160046,644.1990228687484
183.0378252533492,636.571249326767
181.81081760472512,645.1002847052985
183.0137254707921,637.6938838120467
182.85208628006666,638.9795543704205
183.25569842061333,636.2893327595112
183.25821892668296,636.7191892344902
183.0167840820787,638.4274582127142
180.6195166263165,654.9334990783568
182.83733373220414,640.0497026570033
182.85607040161779,640.0328587807053
182.9926842995216,639.5500926979939
183.00203153421617,639.497606499297
183.28971371109566,637.6066662322082
182.97679831526906,639.7902690151312
180.26164092436002,658.376807702274
181.75268106507932,648.606848122482
180.7194088959439,655.7835764303187
182.84600568037237,641.710653139128
183.26055897555506,638.9580810075236
181.49447101236805,651.7671140255197
182.84366562720112,642.8458296641965
180.42736282573978,659.2180346278495
180.25533531118148,660.3859883588747
180.69025370446678,657.4842005714505
181.76174034821395,650.4027828657715
183.0087545874633,641.9886255202064
181.99216396965707,648.8785381552115
181.49681105470316,652.6559421480655
180.68791361898653,658.2280001891858
181.98223790982652,649.5202090480594
180.25919087309546,661.3727371254573
181.80893287614583,651.0146404738676
180.2921661873248,661.3839471357975
