mission_days,total_delta_v_m_s
183.1399406789613,688.1409403160667
183.8407709028717,683.6147306337247
181.80136692833133,697.4778801695974
183.8407709028717,683.7371169731832
183.16003661997144,688.357803074115
183.11357284349526,688.7087460202217
183.8407709028717,683.831593391773
183.17595742820896,688.3795905905215
183.17143544971583,688.4806724982216
183.8407709028717,683.9930789127425
183.15419773113211,688.7584254580661
183.1336687845054,688.9256087782701
183.8407709028717,684.154240133222
182.743376243642,691.5887742451248
182.51703894140095,693.1395884074703
183.18735667790787,688.7982633217534
183.14228072681823,689.1903914430479
181.73039491523525,698.7736327114756
183.8407709028717,684.54669592924
183.8407709028717,684.6116474772326
183.8407709028717,684.6524204514358
183.8407709028717,684.6537948867707
182.7010183087025,692.4170354206208
183.1518576456519,689.5022250758013
182.780207663348,692.0297376586129
181.75954973705365,699.0360984244612
183.8407709028717,685.0010061118828
183.8407709028717,685.04171713094
183.54746886292563,687.0280526346875
183.14632611754467,689.7809539953676
183.11591288619758,690.0176236093353
182.71927646108492,692.7114087304044
183.8407709028717,685.2078437862568
183.8407709028717,685.2399507044765
183.1632568953508,689.9208978070333
182.75916696479072,692.8371956587803
183.8407709028717,685.5887150181929
183.8407709028717,685.639077577716
183.5583839636489,687.6704837008626
182.75610788079086,693.1523721438925
183.13088152362093,690.6932251743413
181.45775778136783,702.0151375048508
182.52306128479015,694.840146729753
183.8407709028717,685.9955847835174
181.87644912314818,699.3170576164912
181.85121590420107,699.6097201323255
183.8407709028717,686.2812111417618
183.8407709028717,686.3931319062556
181.8741091000261,699.6979288484274
181.87042668553772,699.7482914079503
182.73506718223365,693.9598301440601
181.5620307215397,701.8953073261722
183.17815850296296,690.9716915191307
182.74441441692818,693.9073439453632
183.8407709028717,686.5100037727179
181.84887588107898,699.9905913642617
183.10451368300028,691.5204573406286
181.84519346659062,700.0409539237844
182.71918119798107,694.2000064611973
181.72422253256155,701.0207912832184
181.81554996708155,700.6326584762766
183.8407709028717,686.9431893346753
181.59118554335814,702.157773039158
182.9606668447958,692.9159904501334
183.8407709028717,686.9806399941431
183.20047285095865,691.389120046056
183.14900332412884,692.0306198297735
183.8407709028717,687.4980769548871
182.69867831526116,695.230020121183
181.7840545100432,701.4535699873977
181.7280548594357,701.9495457978367
183.8407709028717,687.7057119480663
181.73945396456605,701.9327514503082
181.97775394491077,700.4706025159716
183.71888971818476,688.9669754978905
183.8407709028717,688.6812641352749
181.55585833886605,704.1424658979151
183.8648700435342,688.6004090251292
183.8407709028717,689.0315718199937
183.14666323966372,693.9638600935612
182.71430557775608,697.0061504385642
183.8407709028717,689.4250637530101
183.8648700435342,689.4169037843501
183.15806248441817,694.2530945122135
181.5596906657402,705.0712204125334
181.57108977087057,705.0544260650049
182.68845924650233,697.5595127502314
183.8407709028717,689.8437364842422
183.69784854691426,690.8231843838378
182.75113699746208,697.4471138520523
183.8648700435342,690.4606163200317
182.7300962989048,698.2545718522197
183.8648700435342,690.8885412541485
183.7378672686152,691.7507209928085
183.8648700435342,691.3558266475532
181.92380673878552,704.8698603068478
182.91582947664352,698.763008717005
182.89059625769642,699.0556712328394
183.562441182349,694.6353071960831
183.8648700435342,692.7487231090547
183.74039829253917,693.8260763752522
181.70354963500202,707.7845626141903
187.9714233777297,665.522262834767
183.8407709028717,693.5569081188245
183.8648700435342,693.5696346201759
182.93864447421322,699.8341748591652
182.83252662916144,700.7058262195234
181.75544254509,707.9915349215445
182.89478830537303,700.6192176029524
182.86955508642592,700.9118801187865
183.8407709028717,694.3734028780453
181.83052228650496,708.2399130376722
182.9145446916561,700.9568093444448
183.8648700435342,694.7041026059558
183.7193573760395,695.7158417969474
182.83018657599018,701.8410027445918
181.6778838814526,709.7072755151733
181.7990268294666,709.0608245487933
181.67554386187948,710.0022580928592
183.8407709028717,695.4171154137268
181.48420226646147,711.3613176345771
181.99272626433418,708.0778570773672
183.8407709028717,695.8450403478438
183.8648700435342,695.7314399398199
181.7954538249349,710.009813554263
181.70703825208977,710.6777846347627
186.97914536739432,675.0724364389412
183.8407709028717,696.3123257412484
181.68694279055882,711.0779226032605
181.31583807276598,714.4829922492737
183.8407709028717,697.7052222027501
183.8407709028717,698.5261337138712
182.80103115477908,705.7324668193485
182.9095738083273,705.2515510526046
183.8407709028717,699.660601699651
182.73971302236328,707.8377211316445
183.8407709028717,700.687939033515
181.97775394491077,713.7146231569826
182.7237914949203,708.9401403939637
182.76886752795912,708.842121322624
182.8474989485848,708.313080780919
181.96687413003627,714.429737897024
182.73130696264582,709.4668070440412
181.39051839669406,718.7830101405818
183.8648700435342,702.1258781870412
182.70135597446728,709.9991439212563
181.38817837712094,719.0779927182678
182.81009042707757,709.5524062102523
182.73737299195403,710.1567083569446
182.84515889541356,709.4482573059875
181.40325966267562,719.2523953921191
182.70953567209534,710.4453561622976
182.73285074522187,710.3388761034112
182.7487719734139,710.6564669269433
181.43786463182226,719.5189877753494
182.70369602232427,711.0485950482375
181.41967276733124,719.7535192601713
181.42569512178562,719.7457608966779
181.39957730580034,720.1536572286691
181.690497826964,718.2194317858363
182.84158521149024,710.4398832079704
182.7214514427642,711.2647575650844
181.66526407776954,718.5182253396621
181.8104261443583,717.6170681156586
182.58575591000297,712.4131016970821
181.68815780739087,718.514414363522
181.6629240581964,718.8132079173478
181.42335513097254,720.5180090359472
182.692297087366,712.4703429407641
182.81243047594964,711.7912979832859
181.71965219760116,719.1899409054255
181.6944184484067,719.4887344592513
181.85835730011644,718.4145888544604
181.77435003753538,719.0410131525961
181.69955673607024,719.5900788739233
181.74911628834093,719.3398067064219
181.43552466377116,721.4750466148505
181.67432298687578,719.8888724277491
181.84163771653118,718.7941305092762
181.40559964918953,721.8542155509517
181.8215425654673,719.652870760692
181.79444519536523,719.8480245135062
181.76921144617077,720.146818067332
181.8175379339741,719.916764994556
182.81600347420246,713.3397213807441
181.70354963500202,721.0285832552014
183.8648700435342,706.5458025298022
181.39420071423126,723.2759634434783
183.0130060667494,712.3788060711735
181.79678523770036,720.736852636052
181.79744278291022,720.7755052459717
181.7715514885059,721.0356461898779
183.8407709028717,707.0823772807365
181.69485974769026,722.1755043828598
181.69251972811713,722.4704869605457
182.48794285207669,717.1388398060558
181.8058446761533,721.9186037265382
186.97914536739432,687.0149356200517
182.98385087527228,714.0794302123052
181.78061092695887,722.217397280364
181.99272626433418,721.3218777183782
181.72401411832743,723.1460135024493
182.9042658049372,715.194540875053
182.75232696787467,716.3498774023072
182.98151078979203,714.8232298300405
181.70391865679653,723.546151470947
181.77669007557134,723.3039095732437
182.31155160009422,719.7270617953009
182.9265801529329,715.6119694019783
181.98184644945968,722.0369924584196
181.75145632637688,723.6027031270695
182.99291003949097,715.2419025612725
186.97914536739432,688.3164570799521
182.8751106261031,716.2534691856958
182.70122162720787,717.5754925636409
182.7282271853176,717.4725118875871
182.73640544043172,717.4522966646265
182.82133775054328,716.9674573887887
182.7814814734705,717.3542775932868
182.82506274650095,717.159660771648
182.7439209081572,717.978963314704
182.7100375998111,718.2795288309138
182.66313781336635,718.6646864858089
182.7139699199787,718.5113001919191
182.6697269712459,718.9036310784027
182.7972379679862,718.0900918740684
182.7573816909134,718.4769120785664
182.6876020845127,719.0791058960743
181.81256694622013,724.9997713503093
182.74998693746542,718.6688646276074
183.00535981928536,716.9754412355494
182.85655753091365,718.047137769366
182.81888764775667,718.3023105501568
182.74546469073326,718.851032374074
183.8407709028717,711.5023016234976
182.71982112560013,719.1015977999838
182.60072822942635,720.0203562584777
182.87277054163798,718.1867094494835
181.5770142529684,727.05908968841
182.44041287973033,721.2289997944865
183.03451464110378,717.2379069485352
182.7613859189253,719.168623197606
181.45047857733366,728.0311440460122
182.71630996783563,719.5607513189003
181.42524535838655,728.3238065618465
182.88416978639242,718.4759438681358
181.79247179515622,725.8585116017251
182.68323328166326,719.9303001296371
181.57467422984632,727.4399609203463
181.57099181535796,727.490323479869
182.4449795467484,721.6493760172818
182.85861437861107,718.8672982525231
182.72588715490832,719.791499112887
182.73406538827558,719.7769138357472
182.7947878651996,719.4249450354365
182.6898224395428,720.1692447222308
182.83617916760994,719.1954634166813
182.47724429943634,721.6699632079747
182.82740279537302,719.3985525446815
182.7203553585621,720.1513138712202
182.689942127215,720.3879834851876
182.70769755280958,720.3447195399025
182.73728613636823,720.2912576828859
182.68557332399837,720.819128252183
182.69866139764127,720.8271745222842
182.45620360087906,722.477421208142
182.83451459605396,719.9899327378029
182.72303277831432,720.7447062592945
182.82259791898386,720.1809594857392
182.7049110328774,720.9824992114269
182.85627432543978,720.0024747775916
182.81207938505284,720.3180979019611
182.86767395202264,720.0829404143993
182.56471453082997,722.1975768067382
181.8709712456278,726.9267451251234
181.84573749643337,727.2255386789492
182.49264260191046,722.8581648474019
182.69463245198432,721.5422770597511
181.44813860928258,729.9872028855133
181.42290539033547,730.2798654013474
182.79623007836324,721.0081916520265
182.67854319225677,721.8097313777142
181.97725709220236,726.8098663367418
182.8321745428827,721.1251092628712
181.95202334300794,727.1086598905677
182.7911032630219,721.509098000501
181.94576196103978,727.2641765193848
182.84357416946554,721.2055748996792
183.00301976348584,720.1513543219106
181.99295443135858,727.0251348504536
183.0144188686162,720.1345599743821
181.92052821184532,727.5629700732106
182.838519216482,721.4343551897149
182.4685428193534,723.9807993326817
181.5343308394271,730.5138016745872
182.66547785140233,722.9275829064568
182.75218727126713,722.3908022807631
181.50909762048,730.8064641904213
182.7647354224013,722.3363301667883
181.55074363361567,730.5563232597216
182.72052081032376,722.6566101140327
181.55676598807003,730.5485648962282
181.52551041466856,730.8489857755557
181.53153276912292,730.8412274120623
182.81119842085175,722.3161093614111
182.70866025369452,723.0689973600461
181.68988887384398,729.9862729114525
181.9688546488015,728.1477693357334
182.71855525893915,723.0887441269363
181.95716115795818,728.2587551910194
182.82025786682775,722.50557665686
182.81441943392494,722.5569896749945
181.93192740876373,728.5575487448452
181.68754885427086,730.2812554891384
181.9481020356839,728.5443815492638
182.7409907804073,723.2191812456961
181.53064848255178,731.4150635111372
181.55442599725694,731.3208130354975
181.92286828648943,728.8431751030896
182.87263668692322,722.4311573352827
181.50541526360468,731.7077260269715
181.52919277830983,731.6134755513316
182.7938900313617,723.0733823610152
182.78483058023113,723.1433415276985
182.70953567209534,723.6893768033086
182.79226698023223,723.1730982298218
182.65407891644406,724.3493307989834
182.8293201890507,723.2621271095103
182.83683620033887,723.2317983961533
182.71485013784616,724.184604155737
182.75005004335185,723.9762211246543
181.71904324448116,730.9567820310419
182.87439622208947,723.1641080381706
181.4548403936348,732.7754812906296
182.7206927489202,724.253134130647
181.6989477829502,731.3569199995397
182.73865072723606,724.3543577707644
182.73209172543557,724.6234543880661
182.77403515158184,724.4507617656366
182.7488014023874,724.7495553194624
182.68856478109842,725.1774520143199
182.78981687744562,724.5079513911899
182.9168797504486,723.706697145716
186.44825194512072,699.9042489701092
181.536670825941,733.1156218334198
181.8753331663541,730.8828177221469
181.5114376069939,733.4082843492539
182.72089530781125,725.3276358999699
187.67199312442023,691.8854036436418
182.8068849790647,724.7797329197209
186.97914536739432,696.7994107297078
182.9391940984443,724.1241256726413
182.61639460646376,726.5050407889239
182.88772457161448,724.7656254563586
182.83837974981927,725.1194651018756
185.8476934779219,704.8432367880258
182.7190907242363,725.9939467735408
182.7510465235169,725.8289198395487
181.4525004255837,734.7315401301305
182.89177041827745,725.006978642862
182.67716584614016,726.5991999068465
182.82698013689455,725.5867442806313
182.84998051634648,725.4659765358779
182.8543009780113,725.4370559254079
183.3175376371875,722.3878553434081
182.80922502692167,725.8291840467022
182.74419783579626,726.2778140986841
182.8525407416139,725.5883628753363
182.46357193602455,728.2755410408413
182.86135673099386,725.592857622646
182.91509431588722,725.2467601579209
182.29051022092122,729.511536904957
182.58131839648783,727.5674342965584
182.70949637285298,726.7493837924965
182.87007645735662,725.6828392939262
182.68611467522118,727.0376593092224
182.99401033503293,725.0722220959428
183.0390863680717,724.9742030246031
182.86604751169966,726.3979418313932
182.53044366762776,728.729650139234
182.59535343519326,728.361249674871
182.50521044868066,729.0223126550682
182.9676424944123,725.8994542622302
182.55721861393073,728.6900687818381
182.88443866932187,726.5036663535889
182.83455238053705,726.8522520140361
182.88538448714937,726.6988657201465
182.8411415384166,727.0911966066296
182.4530268252417,729.7411560651493
182.42779360629459,730.0338185809834
183.01498658551463,726.0968375098828
181.96388366104753,733.2307756914867
182.89678373190378,726.9881001387988
182.7300058251268,728.1284449121715
182.85901665168336,727.2666714243015
182.70621014351804,728.3032729530505
182.75171801475466,728.1167185279237
182.43445594378574,730.3829574582649
182.5750127833093,729.576614953159
182.4898582449477,730.1821194786374
182.8704158713307,727.6097956847892
183.0099311765946,726.6748271657348
182.84595157745548,727.8468306856707
182.4646250260006,730.4747819944715
182.52799356484115,730.064503300602
186.97775394491077,700.0493559406426
182.57968685025338,729.8048313681338
182.97157434186664,727.1799765090152
182.50276034589405,730.3571658164362
182.63568111030156,729.4744004085269
182.83689245518116,728.1324570439151
183.85409612114293,721.3035438462929
182.71807072290932,729.0746964072687
182.9916702828768,727.3968392670636
182.94520650640064,727.7477822131704
182.46881754639045,730.9895774788048
182.7357964873117,729.2191377902429
183.00759109111434,727.4186267834701
183.55342752248742,723.7445682349171
182.44358432744335,731.2822399946391
183.0030691126212,727.5197086911701
182.78087252035044,729.1211187189033
182.55091300075222,730.6992494384388
182.9858313940375,727.7974616510146
182.57886834522327,730.5633637197417
182.9653024474108,727.9646449712187
186.97914536739432,700.8796480216537
182.7591671705116,729.5631261586509
182.6118436594526,730.5745737300819
183.01899034081325,727.8372995147021
182.7433119550372,729.7458044403204
182.97391438972357,728.2294276359964
183.83586429249252,722.5812073821076
183.77906252460434,723.0215436572233
182.9214651030672,728.8318858962964
182.71336096685866,730.2781413175355
182.91673954196187,728.9478629984852
182.98349130855723,728.5412612687498
182.4143604711897,732.4914121125387
183.55342752248742,724.8179355904222
182.97795978045005,728.8199901883162
182.55476856266617,731.6859982050213
182.94754654910295,729.0566598022838
182.74937798434536,730.4357057532238
183.55342752248742,725.1129181681079
182.74485573761325,730.6178734996902
182.5877438768955,731.6972082153615
182.99489055825617,728.9599339999819
182.59080327136238,731.8406340131672
183.81176450993544,723.7038418673874
183.55342752248742,725.4545802540542
182.7607769658053,730.9354643232225
181.4498696242136,739.7979851716286
182.7157010147156,731.3275924445168
182.8599793848773,730.3823261517782
183.55342752248742,725.7006270744182
182.9625151865263,729.7322613672898
183.55342752248742,725.7884447100116
182.44488641432758,733.3079068717595
181.70808278605355,738.3560938094398
183.55342752248742,725.8955436675424
182.73345643515557,731.5437549613637
181.68284956710644,738.648756325274
182.89230991159008,730.532510037428
182.40296153623143,733.9131600050653
183.55342752248742,726.1885826785092
182.55224773060192,732.9848104899978
181.7057427629315,738.736965041376
182.4699935258875,733.5917741969029
181.7020603484431,738.787327600899
182.5667034888053,732.9632684984468
182.57605072349983,732.9107822997499
188.92643681712536,689.9997425429555
183.00979216586836,730.0107277120793
182.8905057839517,730.8496115451828
181.68050954398439,739.0296275572102
182.93614734590568,730.5594935335771
181.676827129496,739.079990116733
182.55081750455273,733.2034448155842
182.90948333312582,730.924139721033
182.4119103653124,734.3516194074411
183.85164600752017,724.6624016552752
183.55342752248742,726.7030016677097
182.88996982610985,731.2763096551635
188.92643681712536,690.5019152250246
183.03210651386405,730.4281562390046
182.70430207975733,732.7493403370433
182.45738864154288,734.4854933097665
182.98063698703422,731.069656022722
183.55342752248742,727.2179885839353
182.90136907580876,731.6949823863954
181.87036229250782,738.6935862507396
182.5340159019515,734.2624740258126
182.5087826830044,734.5551365416468
181.44752965616254,741.7540440111297
182.49422006124883,734.9264567232547
182.4320058336093,735.6172330512693
182.54594211742338,734.9939911465985
183.55342752248742,728.2223887749149
182.4731793626916,735.7339147234222
184.43636498438576,722.6288377517645
186.70354963500202,707.3633160388614
183.80657010293217,726.9760362390948
183.55342752248742,728.847074496332
182.9782969025691,733.0028962865098
182.54979767933736,735.9807399131811
182.5827729935667,735.9919499235212
182.9896961473235,733.2921307051621
183.55342752248742,729.5369758092352
182.86946461284833,734.1978875035854
183.55342752248742,730.0367343792338
182.49994784446807,737.417837202335
183.2964962580145,732.1723304530642
182.85752924239182,735.2252248374496
182.56173260547646,737.2580102066066
185.8476934779219,715.6052696561006
182.58577507496852,737.696286249997
182.9162707973286,735.4735382713322
185.8476934779219,715.6784373993474
182.67320011825285,737.3322740881447
191.97914536739432,674.6511898636122
182.67086009867973,737.6272566658306
187.67199312442023,703.8279028247523
182.93858514532428,735.8909667982575
182.61630147404293,738.1635716434016
182.64829505581292,737.9865566791897
185.8476934779219,716.4261811672218
185.8476934779219,716.473971441054
182.62306183686582,738.279219195024
182.88711561849448,736.5324665819749
185.8476934779219,716.6054295384711
185.8476934779219,716.6591636603306
185.8476934779219,716.8136139244159
182.74746313954893,737.8020449099537
182.72222992060182,738.0947074257879
182.70235448889002,738.3027832077341
185.8476934779219,717.2085019667882
182.68225902735907,738.7029211762319
185.8476934779219,717.3627995635998
187.67199312442023,705.1294242846528
185.8476934779219,717.5479917828764
183.55342752248742,733.5252489297093
182.77027813711857,738.8732110521137
183.55342752248742,733.6999808680946
182.88477553402936,738.4657068457627
182.45241787212166,741.5079971907658
182.7264219682784,739.6582537959009
182.7011887493313,739.9509163117351
182.8961747787838,738.754941264415
182.7461783545615,739.9958455373934
182.4218924605695,742.2744883971113
185.8476934779219,719.1272485082355
182.48924929182766,741.9489606042539
183.55342752248742,734.9922368542691
182.5952603029396,741.5118476018042
182.4682085932704,742.7564186044212
181.53867424819438,749.2226207062316
183.4759795629808,736.2525677450101
182.5833249324831,742.5391849356683
185.8476934779219,720.7050779991725
185.8476934779219,720.7528682730048
181.51857909713047,750.0813609576472
182.4195524925184,744.2305472366122
182.65265687211405,742.7308939238069
182.44914008028857,744.9675556152168
188.92643681712536,701.2978391644896
185.8476934779219,722.3894401634249
183.8407709028717,736.0383997649756
185.8476934779219,722.5746323827015
187.70953567209534,710.0241095869686
182.3116605702162,746.8516871076869
185.8476934779219,723.0765466709063
182.74120747123266,744.2905872455532
182.47829457324139,746.6136516366852
181.15104370715386,755.773176117931
185.8476934779219,724.1853749067145
185.8476934779219,724.3705671259911
183.8407709028717,737.9613077859915
183.8407709028717,738.0244680797907
185.8476934779219,724.5250173900764
183.8407709028717,738.1468544192494
182.51837428220648,747.395947585744
188.92643681712536,704.1088642518348
185.8476934779219,724.9824247340871
183.72278564788172,739.5926496173643
182.55542749102494,747.4849764654326
182.56294350231312,747.4546477520755
182.4409574398204,748.4074535116594
185.8476934779219,725.4124943877945
182.60050352406373,747.386957394093
183.8407709028717,739.0346751414963
182.44680005089444,748.4759834865691
183.8407709028717,739.062157897502
185.8476934779219,725.5105134591342
183.8407709028717,739.2900817236189
183.8407709028717,739.3296577191823
182.8536735369167,746.0395874274318
182.45819902740982,748.8463037439884
187.67199312442023,713.6123779344084
181.14870373910279,757.7292349574319
183.8407709028717,739.568602311776
183.4607830096129,742.2103548678547
183.8407709028717,739.6713198051284
182.51592417941987,748.7308007471121
183.8407709028717,739.9173666254924
183.8407709028717,740.0051842610858
183.8407709028717,740.1122832186165
182.53299228103896,749.0025822756432
185.8476934779219,726.7639091631099
183.8407709028717,740.4053222295836
185.8476934779219,726.838651973896
183.66696452837806,741.6069197805755
183.47788284590172,742.8983423779052
185.8476934779219,727.0629654806567
181.2348959692473,758.255833746506
185.8476934779219,727.1361332239035
182.56448705179352,749.3423144577979
181.25130876343587,758.2983553316402
185.8476934779219,727.2481576999332
181.25733111789023,758.2905969681468
185.8476934779219,727.3514172509975
183.8407709028717,740.9197412187841
185.8476934779219,727.3597040430525
185.8476934779219,727.3674624065459
185.8476934779219,727.4494363223373
182.5530874388688,749.8095936365534
182.58040827998556,749.65990528133
183.42444070847756,743.9845004162482
182.53533232889592,750.0520334026243
182.1896792379988,752.4983903967636
185.8476934779219,727.8304901935277
183.8407709028717,741.4347281350094
181.231213612372,759.157095583056
185.8476934779219,727.9627764713696
185.8476934779219,727.970534834863
181.25499112707715,759.0628451074161
182.6476861026929,749.7533978048061
185.8476934779219,728.1319521823217
185.8476934779219,728.188373917667
185.8476934779219,728.2666693122446
183.4612721281835,744.4254638297364
185.8476934779219,728.4482713273622
185.8476934779219,728.4642717386653
185.8476934779219,728.5663430625319
185.8476934779219,728.6334635466388
185.8476934779219,728.6384606069648
185.8476934779219,728.7350246106388
185.8476934779219,728.7914463459841
183.8407709028717,742.439128325989
183.4402314296263,745.232921829904
185.8476934779219,729.0018883438597
185.8476934779219,729.0520413921292
185.8476934779219,729.0750560871065
185.8476934779219,729.1870805631363
181.68999096302178,757.453625047409
185.8476934779219,729.402349076848
185.8476934779219,729.4561985265027
185.8476934779219,729.459811621805
183.8407709028717,743.0638140474061
185.8476934779219,729.5272887295106
185.8476934779219,729.5571907354097
185.8476934779219,729.6413907457793
181.23723595576118,760.8576539053385
185.8476934779219,729.774053493458
183.8407709028717,743.3517285567075
185.8476934779219,729.7958410098646
185.8476934779219,729.8969229175644
185.8476934779219,729.9933698541266
187.67199312442023,717.6926152263543
183.8407709028717,743.7537153603096
183.58020342311718,745.5263932022151
185.8476934779219,730.210232612175
185.8476934779219,730.2145137410965
183.8648700435342,743.6420052538831
185.8476934779219,730.2930436044139
183.8407709028717,743.9178226691438
185.8476934779219,730.4507771981373
185.8476934779219,730.5099063624623
185.8476934779219,730.6066418623909
185.8476934779219,730.6359694174139
183.8407709028717,744.2534739303082
185.8476934779219,730.7364035563816
185.8476934779219,730.7879501365668
182.44666545522736,753.8502680969151
185.8476934779219,730.8808468518447
185.8476934779219,730.9215957756581
185.8476934779219,731.3095389397089
185.8476934779219,731.398734485008
182.64284684393613,753.1707123544076
185.8476934779219,731.7081009668291
188.8648700435342,711.487310364875
182.23100879744797,756.4716822111526
185.8476934779219,732.1094755936842
188.32912941660095,715.4432136957956
185.8476934779219,732.2322616271601
185.8476934779219,732.3863446428776
182.1535919550619,757.4831881370679
183.8407709028717,746.2120336080179
181.55565011443207,761.6908495739182
182.42400975736388,755.8363364117303
182.4265699826313,755.9587227511889
185.8476934779219,732.8364313321753
188.92643681712536,712.0892018782974
185.8476934779219,732.9894170711947
185.8476934779219,733.0362394815909
182.27835503257617,757.2076598459201
183.8407709028717,746.702787581044
185.8476934779219,733.1706341783561
182.73589946784261,754.2335770680015
182.1904233747679,757.9241515505561
185.8476934779219,733.2531022396392
182.22855869466136,757.8065353725208
181.53555496336818,762.5495898253338
183.8648700435342,746.8143149793991
183.57775330949443,748.8852510111975
182.41092190936664,756.8465434734361
185.8476934779219,733.7350953584535
182.7582138158383,754.6510055949269
182.16938267621066,758.7316095507236
182.4085818897935,757.1415260511218
185.8476934779219,733.9301033699528
182.45846791033927,756.8740262294415
182.70674428900847,755.2925053786444
182.44410522566076,757.1019500555584
182.53285793377952,756.5789309180276
183.8407709028717,747.7419884807834
182.41517104767306,757.3804706437155
183.8407709028717,747.9167204191688
185.8476934779219,734.5539293293357
185.8476934779219,734.5559400250617
182.4400762800038,757.8170525930253
188.92643681712536,714.1279624448937
182.49477411993803,757.6681248401959
183.8407709028717,748.5985043475785
182.27204941939763,759.2168405025208
182.41998081847288,758.2171905615231
182.50136327781757,757.9070694327894
183.53267740490642,751.1988855950171
183.8407709028717,749.2089764053433
183.8648700435342,749.1138400520219
185.8476934779219,735.8433556479822
182.51486927776787,758.475136201106
182.70440420454335,757.225745642432
182.43400883906276,759.0964125812992
182.2759049813116,760.2035892691034
185.8476934779219,736.058773756355
181.40864791587376,766.0981258813586
182.52145843564742,758.7140807936997
182.30888029554094,760.2147992794436
182.71580344929777,757.5149800610844
185.8476934779219,736.3498640726253
182.46633936577555,759.246596466949
185.8476934779219,736.4464280762993
181.4063078927517,766.4789971132948
181.4026254782633,766.5293596728176
182.27661585332007,760.6528143716688
183.8648700435342,750.0600915471193
188.8407709028717,716.4438094585703
185.8476934779219,736.7446174845323
182.517209320103,759.3639643236519
183.61970893904873,752.2299010302886
185.8476934779219,737.3476899128494
182.53029770421293,759.8306128766711
182.28783990745072,761.480859562529
182.53535014844417,759.8641764534304
182.2345810317717,762.0045060977313
182.49549387137137,760.2509966579286
192.67199312442023,691.4641570683128
182.4579333060581,760.8756823793459
182.52626875855597,760.545715414138
183.8407709028717,751.7708140730942
185.8476934779219,738.2403362731451
185.8476934779219,738.445175806815
183.8648700435342,751.9095348608835
196.81642119371867,664.4469236177391
182.46399933536628,761.5655836922491
182.53290004565756,761.1990296147986
185.8476934779219,738.8434087014622
185.8476934779219,739.0482482351321
182.59798458641015,761.1635968886472
185.8476934779219,739.219696283074
185.8476934779219,739.2274546465675
182.54029624979913,761.613833431515
182.4753983168262,762.0653422622478
182.49711415797398,761.9310212608435
182.46453455225586,762.268722306815
182.57262677651192,761.764017317165
182.5501915655108,762.0921824813232
182.6298829700546,761.7296910010836
185.8476934779219,739.987303985616
185.8476934779219,740.1792591363482
182.7042703498286,761.4701935282313
181.55067924058577,769.5016181025109
183.8407709028717,754.0703391457171
185.8476934779219,740.5478347978358
185.8476934779219,740.6127604932731
185.8476934779219,740.7333080358343
182.57028672334067,762.8991938422333
185.8476934779219,740.7823315646652
182.5816863499235,762.9796594790413
185.8476934779219,741.1141792677704
182.20665499981135,765.7548839120439
185.8476934779219,741.158619146277
185.8476934779219,741.1645418272934
185.8476934779219,741.1663775097705
181.53058408952185,770.3603583539265
183.55342752248742,756.7239708563313
185.8476934779219,741.3363804641514
183.8407709028717,755.0165906408145
182.159804529154,766.410372679518
182.44349385386576,764.5682473794378
185.8476934779219,741.6206876924135
182.52020108767007,764.1808903687069
185.8476934779219,741.714004527498
185.8476934779219,741.7172516960875
185.8476934779219,741.7676142556105
181.70696682925947,769.9218539150955
185.8476934779219,741.9308672855464
185.8476934779219,742.0354680222954
182.59542432453455,764.0239019399575
182.5525316143829,764.3310742543566
182.34886018563313,765.7285887511085
182.5826825196215,764.3737559110176
182.46114507267993,765.2465530114958
182.4315587516483,765.5144988745352
182.44802826936913,765.5440769818724
182.60789611961235,764.5146559129836
185.8476934779219,742.6152663640481
185.8476934779219,742.6385404506125
188.8648700435342,722.28323430434
182.550727030808,764.9973851279277
185.8476934779219,742.9008927222924
182.68161417925182,764.5050127288264
182.68417440451924,764.627399068285
183.8407709028717,756.8660339545788
182.32366556260754,767.1306845039661
182.701710120262,764.7218754868748
182.51775098179283,766.0410976636093
182.59139532803047,765.5538568127232
185.8476934779219,744.1109851526609
182.69768117460504,765.4369780243417
188.32912941660095,727.3857128769062
182.49029956563277,766.8926490329644
182.4269870980986,767.4002858678197
185.8476934779219,744.3158246863306
182.7160723322272,765.5427025465375
182.66618604344242,765.8912882069847
182.53784613962267,766.8481090245194
182.67277520132197,766.1302327995783
182.26609193989037,768.9277935297338
182.19033024234707,769.5826824050338
183.5610112110777,760.3452821846033
182.56164213169845,767.1318832665582
182.53037927459786,767.6749449820232
182.65320649634518,767.020844737283
182.67758524036083,766.8858668786193
188.32912941660095,728.6872343368067
188.8648700435342,725.0942593916852
182.62297136186476,767.3639421882996
182.5674324834163,767.7639738617119
182.5749484947045,767.7336451483548
182.4673147732069,768.5134366014754
182.66852611808653,767.1714932368636
182.72623397115234,766.8328942120397
182.4529624322118,768.6864509079386
182.61250851645508,767.6659547903722
185.8476934779219,745.818658417624
182.4588050432858,768.7549808828484
183.55342752248742,761.4332403054879
182.4702040198012,769.1253011402677
182.2953307943887,770.4641533612003
182.52792917181125,769.0097981433913
182.75538847674818,767.8372944030193
182.7530987659726,767.8709220892449
182.5449972734303,769.2815796719225
183.55342752248742,762.5066076609928
182.169289543957,771.8822074776566
182.24599677776135,771.4948504669256
183.4944592339845,763.0778734532364
183.8648700435342,760.5780447572147
182.71782791143488,768.4619801244366
