CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:36:32,18 SPCS,GALAXY 19,2008-045A,EARTH,TEME,UTC,SGP4,2026-05-06T10:58:07.588992,1.00271405,0.0002913,0.0009,143.0536,266.3472,242.4607,0,U,33376,999,6448,0.00000000000000,-0.00000131,0.0000000000000,42164.838,1436.102,35798.986,35774.421,PAYLOAD,LARGE,US,2008-09-24,SEAL,,5177001,322292548,0 GALAXY 19,1 33376U 08045A   26126.45703228 -.00000131  00000-0  00000+0 0  9992,2 33376   0.0009 143.0536 0002913 266.3472 242.4607  1.00271405 64487,33376
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ATHENA-FIDUS,2014-006B,EARTH,TEME,UTC,SGP4,2026-05-06T11:36:33.903936,1.00273451,0.0001667,0.0012,157.0353,259.8699,19.3848,0,U,39509,999,4466,0.00000000000000,0.00000162,0.0000000000000,42164.265,1436.073,35793.159,35779.101,PAYLOAD,LARGE,FRIT,2014-02-06,FRGUI,,5177141,322297113,0 ATHENA-FIDUS,1 39509U 14006B   26126.48372574  .00000162  00000-0  00000+0 0  9992,2 39509   0.0012 157.0353 0001667 259.8699  19.3848  1.00273451 44669,39509
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GSAT 17,2017-040B,EARTH,TEME,UTC,SGP4,2026-05-06T13:11:51.751392,1.00271294,0.0003544,0.0023,69.4146,252.4883,194.0246,0,U,42815,999,3237,0.00000000000000,-0.00000250,0.0000000000000,42164.87,1436.104,35801.678,35771.791,PAYLOAD,LARGE,IND,2017-06-28,FRGUI,,5177186,322298699,0 GSAT 17,1 42815U 17040B   26126.54990453 -.00000250  00000-0  00000+0 0  9995,2 42815   0.0023  69.4146 0003544 252.4883 194.0246  1.00271294 32372,42815
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ANGOSAT 2,2022-131A,EARTH,TEME,UTC,SGP4,2026-05-06T02:58:56.020800,1.00272787,0.00014616,0.0026,319.2129,157.6423,174.8739,0,U,54033,999,1305,0.00000000000000,0.00000143,0.0000000000000,42164.451,1436.083,35792.479,35780.154,PAYLOAD,LARGE,AGO,2022-10-12,TTMTR,,5176958,322279127,0 ANGOSAT 2,1 54033U 22131A   26126.12425950  .00000143  00000-0  00000-0 0  9997,2 54033   0.0026 319.2129 0001462 157.6423 174.8739  1.00272787 13055,54033
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,DSN-3,2024-198A,EARTH,TEME,UTC,SGP4,2026-05-06T11:47:38.796000,1.0027234,5.41e-05,0.0027,315.5768,89.5086,140.2509,0,U,61733,999,550,0.00000000000000,-0.00000242,0.0000000000000,42164.576,1436.089,35788.722,35784.16,PAYLOAD,LARGE,JPN,2024-11-04,TNSTA,,5177644,322309052,0 DSN-3,1 61733U 24198A   26126.49142125 -.00000242  00000-0  00000+0 0  9997,2 61733   0.0027 315.5768 0000541  89.5086 140.2509  1.00272340  5502,61733
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COSMOS 2526,2018-037A,EARTH,TEME,UTC,SGP4,2026-05-06T08:36:57.110976,1.00273535,7.14e-05,0.0029,189.3214,42.265,249.9396,0,U,43432,999,2954,0.00000000000000,-0.00000336,0.0000000000000,42164.241,1436.072,35789.117,35783.096,PAYLOAD,LARGE,CIS,2018-04-18,TTMTR,,5177198,322298852,0 COSMOS 2526,1 43432U 18037A   26126.35899434 -.00000336  00000-0  00000+0 0  9999,2 43432   0.0029 189.3214 0000714  42.2650 249.9396  1.00273535 29546,43432
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,BANGABANDHUSAT-1,2018-044A,EARTH,TEME,UTC,SGP4,2026-05-06T11:47:39.234048,1.00270625,0.0002311,0.0031,292.0305,119.9276,108.41,0,U,43463,999,2929,0.00000000000000,-0.00000355,0.0000000000000,42165.057,1436.114,35796.666,35777.178,PAYLOAD,LARGE,BGD,2018-05-11,AFETR,,5177199,322298862,0 BANGABANDHUSAT-1,1 43463U 18044A   26126.49142632 -.00000355  00000-0  00000+0 0  9998,2 43463   0.0031 292.0305 0002311 119.9276 108.4100  1.00270625 29298,43463
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 22,2012-011A,EARTH,TEME,UTC,SGP4,2026-05-06T11:08:26.485152,1.00271629,0.0001845,0.0035,108.1506,309.7621,45.6076,0,U,38098,999,677,0.00000000000000,-0.00000051,0.0000000000000,42164.776,1436.099,35794.42,35778.861,PAYLOAD,LARGE,ITSO,2012-03-25,TTMTR,,5177124,322296364,0 INTELSAT 22,1 38098U 12011A   26126.46419543 -.00000051  00000-0  00000+0 0  9992,2 38098   0.0035 108.1506 0001845 309.7621  45.6076  1.00271629  6771,38098
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,CHINASAT 12,2012-067A,EARTH,TEME,UTC,SGP4,2026-05-06T11:50:40.051968,1.00272234,0.0003338,0.0044,48.8707,349.8998,90.7614,0,U,39017,999,4909,0.00000000000000,-0.00000199,0.0000000000000,42164.606,1436.09,35800.546,35772.397,PAYLOAD,LARGE,PRC,2012-11-27,XSC,,5177135,322296497,0 CHINASAT 12,1 39017U 12067A   26126.49351912 -.00000199  00000-0  00000+0 0  9996,2 39017   0.0044  48.8707 0003338 349.8998  90.7614  1.00272234 49091,39017
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,YAMAL 300K,2012-061B,EARTH,TEME,UTC,SGP4,2026-05-06T12:17:50.040672,1.00273007,2.29e-05,0.005,295.307,305.7266,350.7527,0,U,38978,999,4921,0.00000000000000,0.00000079,0.0000000000000,42164.389,1436.079,35787.22,35785.289,PAYLOAD,LARGE,CIS,2012-11-02,TTMTR,,5177134,322296485,0 YAMAL 300K,1 38978U 12061B   26126.51238473  .00000079  00000-0  00000+0 0  9990,2 38978   0.0050 295.3070 0000229 305.7266 350.7527  1.00273007 49215,38978
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COMSATBW-2,2010-021B,EARTH,TEME,UTC,SGP4,2026-05-06T08:36:38.744928,1.00273078,0.0003094,0.0052,203.4607,219.3634,303.7099,0,U,36582,999,5853,0.00000000000000,0.00000096,0.0000000000000,42164.369,1436.078,35799.28,35773.189,PAYLOAD,LARGE,GER,2010-05-21,FRGUI,,5177103,322296596,0 COMSATBW-2,1 36582U 10021B   26126.35878177  .00000096  00000-0  00000+0 0  9995,2 36582   0.0052 203.4607 0003094 219.3634 303.7099  1.00273078 58539,36582
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 20,2012-043A,EARTH,TEME,UTC,SGP4,2026-05-06T11:06:53.542080,1.00271481,0.000184,0.0056,240.318,302.4609,276.7666,0,U,38740,999,5033,0.00000000000000,-0.00000017,0.0000000000000,42164.817,1436.101,35794.441,35778.924,PAYLOAD,LARGE,ITSO,2012-08-02,FRGUI,,5177132,322296455,0 INTELSAT 20,1 38740U 12043A   26126.46311970 -.00000017  00000-0  00000+0 0  9998,2 38740   0.0056 240.3180 0001840 302.4609 276.7666  1.00271481 50335,38740
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GOES 19,2024-119A,EARTH,TEME,UTC,SGP4,2026-05-06T11:04:14.503008,1.00271775,8.95e-05,0.0058,35.1903,65.2869,214.7226,0,U,60133,999,654,0.00000000000000,-0.00000241,0.0000000000000,42164.735,1436.097,35790.374,35782.826,PAYLOAD,,US,2024-06-25,AFETR,,5177610,322308611,0 GOES 19,1 60133U 24119A   26126.46127897 -.00000241  00000-0  00000+0 0  9998,2 60133   0.0058  35.1903 0000895  65.2869 214.7226  1.00271775  6546,60133
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,KOREASAT 6,2010-070B,EARTH,TEME,UTC,SGP4,2026-05-06T08:56:38.464224,1.00271886,0.0002781,0.0061,337.0165,81.5762,99.7013,0,U,37265,999,5635,0.00000000000000,-0.00000103,0.0000000000000,42164.704,1436.095,35798.295,35774.843,PAYLOAD,LARGE,SKOR,2010-12-29,FRGUI,,5177110,322296190,0 KOREASAT 6,1 37265U 10070B   26126.37266741 -.00000103  00000-0  00000+0 0  9998,2 37265   0.0061 337.0165 0002781  81.5762  99.7013  1.00271886 56355,37265
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COSMOS 2539,2019-048A,EARTH,TEME,UTC,SGP4,2026-05-06T08:03:45.296352,1.00271801,7.97e-05,0.0065,40.404,158.7865,157.9578,0,U,44457,999,2480,0.00000000000000,0.00000089,0.0000000000000,42164.727,1436.097,35789.953,35783.232,PAYLOAD,LARGE,CIS,2019-08-05,TTMTR,,5177216,322299071,0 COSMOS 2539,1 44457U 19048A   26126.33594093  .00000089  00000-0  00000+0 0  9995,2 44457   0.0065  40.4040 0000797 158.7865 157.9578  1.00271801 24808,44457
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,HORIZONS 3E,2018-074B,EARTH,TEME,UTC,SGP4,2026-05-06T10:43:02.934336,1.00271688,6.91e-05,0.0066,117.2117,219.5441,217.3057,0,U,43633,999,2792,0.00000000000000,-0.00000023,0.0000000000000,42164.759,1436.098,35789.538,35783.711,PAYLOAD,LARGE,ITSO,2018-09-25,FRGUI,,5177202,322298397,0 HORIZONS 3E,1 43633U 18074B   26126.44656174 -.00000023  00000-0  00000+0 0  9998,2 43633   0.0066 117.2117 0000691 219.5441 217.3057  1.00271688 27923,43633
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GALAXY 30,2020-056C,EARTH,TEME,UTC,SGP4,2026-05-06T13:28:34.309344,1.00271799,0.0002661,0.0067,303.3939,115.8647,242.3153,0,U,46114,999,2087,0.00000000000000,0.00000044,0.0000000000000,42164.728,1436.097,35797.813,35775.373,PAYLOAD,LARGE,US,2020-08-15,FRGUI,,5177246,322299939,0 GALAXY 30,1 46114U 20056C   26126.56150821  .00000044  00000-0  00000+0 0  9991,2 46114   0.0067 303.3939 0002661 115.8647 242.3153  1.00271799 20871,46114
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,COMSATBW-1,2009-054B,EARTH,TEME,UTC,SGP4,2026-05-06T13:14:48.702048,1.00276503,0.0003723,0.0069,331.2301,85.1276,69.816,0,U,35943,999,6089,0.00000000000000,0.00000031,0.0000000000000,42163.409,1436.029,35800.972,35769.577,PAYLOAD,LARGE,GER,2009-09-30,FRGUI,,5177091,322295403,0 COMSATBW-1,1 35943U 09054B   26126.55195257  .00000031  00000-0  00000+0 0  9991,2 35943   0.0069 331.2301 0003723  85.1276  69.8160  1.00276503 60895,35943
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,HISPASAT 36W-1,2017-006A,EARTH,TEME,UTC,SGP4,2026-05-06T09:32:45.968064,1.002712,9.79e-05,0.0071,277.1491,124.6454,289.6692,0,U,41942,999,3382,0.00000000000000,-0.00000237,0.0000000000000,42164.896,1436.105,35790.889,35782.633,PAYLOAD,LARGE,SPN,2017-01-28,FRGUI,,5177353,322298100,0 HISPASAT 36W-1,1 41942U 17006A   26126.39775426 -.00000237  00000-0  00000+0 0  9996,2 41942   0.0071 277.1491 0000979 124.6454 289.6692  1.00271200 33823,41942
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 31,2022-153A,EARTH,TEME,UTC,SGP4,2026-05-06T11:35:02.643072,1.00272664,0.0001525,0.0076,222.0158,190.0709,225.0284,0,U,54243,999,671,0.00000000000000,0.00000021,0.0000000000000,42164.486,1436.084,35792.781,35779.92,PAYLOAD,LARGE,US,2022-11-12,AFETR,,5177449,322303991,0 GALAXY 31,1 54243U 22153A   26126.48266948  .00000021  00000-0  00000+0 0  9997,2 54243   0.0076 222.0158 0001525 190.0709 225.0284  1.00272664  6717,54243
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TURKSAT 5A,2021-001A,EARTH,TEME,UTC,SGP4,2026-05-06T11:34:26.608224,1.00272084,2.84e-05,0.0078,337.7059,129.4712,321.7043,0,U,47306,999,1954,0.00000000000000,0.00000162,0.0000000000000,42164.648,1436.093,35787.711,35785.316,PAYLOAD,LARGE,TURK,2021-01-08,AFETR,,5177261,322300635,0 TURKSAT 5A,1 47306U 21001A   26126.48225241  .00000162  00000-0  00000+0 0  9997,2 47306   0.0078 337.7059 0000284 129.4712 321.7043  1.00272084 19544,47306
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ASIASAT 5,2009-042A,EARTH,TEME,UTC,SGP4,2026-05-06T11:54:24.691968,1.00273017,0.0001621,0.008,311.5622,76.435,115.4688,0,U,35696,999,6129,0.00000000000000,-0.00000300,0.0000000000000,42164.387,1436.079,35793.086,35779.417,PAYLOAD,LARGE,AC,2009-08-11,TTMTR,,5177081,322295778,0 ASIASAT 5,1 35696U 09042A   26126.49611912 -.00000300  00000-0  00000+0 0  9997,2 35696   0.0080 311.5622 0001621  76.4350 115.4688  1.00273017 61296,35696
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SUPERBIRD 8,2018-033A,EARTH,TEME,UTC,SGP4,2026-05-06T11:23:38.706720,1.00272169,0.0001408,0.0082,313.0103,99.518,144.7325,0,U,43271,999,2964,0.00000000000000,-0.00000084,0.0000000000000,42164.624,1436.091,35792.426,35780.553,PAYLOAD,LARGE,JPN,2018-04-05,FRGUI,,5177194,322298799,0 SUPERBIRD 8,1 43271U 18033A   26126.47475355 -.00000084  00000-0  00000+0 0  9991,2 43271   0.0082 313.0103 0001408  99.5180 144.7325  1.00272169 29640,43271
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT 9B,2021-080A,EARTH,TEME,UTC,SGP4,2026-05-06T11:54:39.669408,1.0026941,0.0001757,0.0085,264.7577,152.5547,87.1054,0,U,49125,999,1723,0.00000000000000,-0.00000304,0.0000000000000,42165.398,1436.131,35794.671,35779.854,PAYLOAD,LARGE,PRC,2021-09-09,XSC,,5177378,322302614,0 CHINASAT 9B,1 49125U 21080A   26126.49629247 -.00000304  00000-0  00000+0 0  9999,2 49125   0.0085 264.7577 0001757 152.5547  87.1054  1.00269410 17234,49125
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS 9 (USA 275),2017-016A,EARTH,TEME,UTC,SGP4,2026-05-06T09:39:37.810080,1.00256253,8.63e-05,0.0087,246.2609,102.0817,8.8499,0,U,42075,999,3347,0.00000000000000,-0.00000091,0.0000000000000,42169.087,1436.319,35794.591,35787.313,PAYLOAD,LARGE,US,2017-03-19,AFETR,,5177179,322298110,0 WGS 9 (USA 275),1 42075U 17016A   26126.40252095 -.00000091  00000-0  00000+0 0  9997,2 42075   0.0087 246.2609 0000863 102.0817   8.8499  1.00256253 33479,42075
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,PAKSAT MM1R,2024-104A,EARTH,TEME,UTC,SGP4,2026-05-06T11:36:33.903936,1.00267727,0.0001626,0.0088,251.034,149.5732,36.0302,0,U,59915,999,710,0.00000000000000,0.00000161,0.0000000000000,42165.87,1436.155,35794.591,35780.878,PAYLOAD,LARGE,PAKI,2024-05-30,XSC,,5177608,322308049,0 PAKSAT MM1R,1 59915U 24104A   26126.48372574  .00000161  00000-0  00000+0 0  9994,2 59915   0.0088 251.0340 0001626 149.5732  36.0302  1.00267727  7102,59915
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ANIK G1,2013-014A,EARTH,TEME,UTC,SGP4,2026-05-06T09:12:25.417728,1.00271846,0.0002207,0.0089,296.9835,96.8727,221.1831,0,U,39127,999,4783,0.00000000000000,-0.00000066,0.0000000000000,42164.715,1436.096,35795.886,35777.274,PAYLOAD,LARGE,CA,2013-04-15,TTMTR,,5177137,322297524,0 ANIK G1,1 39127U 13014A   26126.38362752 -.00000066  00000-0  00000+0 0  9996,2 39127   0.0089 296.9835 0002207  96.8727 221.1831  1.00271846 47832,39127
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,GALAXY 32,2022-153B,EARTH,TEME,UTC,SGP4,2026-05-06T00:43:46.487424,1.00271655,0.00029252,0.009,316.6684,78.7927,108.3849,0,U,54244,999,1272,0.00000000000000,-0.00000166,0.0000000000000,42164.768,1436.099,35798.967,35774.3,PAYLOAD,LARGE,US,2022-11-12,AFETR,,5176958,322280210,0 GALAXY 32,1 54244U 22153B   26126.03039916 -.00000166  00000-0  00000-0 0  9994,2 54244   0.0090 316.6684 0002925  78.7927 108.3849  1.00271655 12724,54244
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,APSTAR 7,2012-013A,EARTH,TEME,UTC,SGP4,2026-05-06T13:41:04.011648,1.00270901,0.0003707,0.009,293.274,135.3145,77.6039,0,U,38107,999,5139,0.00000000000000,0.00000000,0.0000000000000,42164.98,1436.11,35802.475,35771.214,PAYLOAD,MEDIUM,PRC,2012-03-31,XSC,,5177125,322296871,0 APSTAR 7,1 38107U 12013A   26126.57018532  .00000000  00000-0  00000+0 0  9993,2 38107   0.0090 293.2740 0003707 135.3145  77.6039  1.00270901 51396,38107
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,YAMAL 601,2019-031A,EARTH,TEME,UTC,SGP4,2026-05-06T11:39:41.105088,1.00272526,0.0002825,0.0092,338.2858,70.2411,39.7461,0,U,44307,999,2550,0.00000000000000,0.00000128,0.0000000000000,42164.524,1436.086,35798.301,35774.478,PAYLOAD,LARGE,CIS,2019-05-30,TTMTR,,5177213,322299538,0 YAMAL 601,1 44307U 19031A   26126.48589242  .00000128  00000-0  00000+0 0  9991,2 44307   0.0092 338.2858 0002825  70.2411  39.7461  1.00272526 25507,44307
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EUTE 117W B,2016-038B,EARTH,TEME,UTC,SGP4,2026-05-06T10:57:38.637216,1.00270784,3.07e-05,0.0094,134.5737,154.8417,342.3094,0,U,41589,999,3624,0.00000000000000,-0.00000004,0.0000000000000,42165.013,1436.111,35788.172,35785.583,PAYLOAD,LARGE,EUTE,2016-06-15,AFETR,,5177174,322298026,0 EUTE 117W B,1 41589U 16038B   26126.45669719 -.00000004  00000-0  00000+0 0  9993,2 41589   0.0094 134.5737 0000307 154.8417 342.3094  1.00270784 36241,41589
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INMARSAT 5-F1,2013-073A,EARTH,TEME,UTC,SGP4,2026-05-06T13:14:48.694272,1.00272924,8e-06,0.0095,297.0451,197.7301,350.9462,0,U,39476,999,4516,0.00000000000000,0.00000035,0.0000000000000,42164.413,1436.081,35786.615,35785.94,PAYLOAD,LARGE,IM,2013-12-08,TTMTR,,5177140,322297101,0 INMARSAT 5-F1,1 39476U 13073A   26126.55195248  .00000035  00000-0  00000+0 0  9996,2 39476   0.0095 297.0451 0000080 197.7301 350.9462  1.00272924 45161,39476
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,FENGYUNG-4C,2025-312A,EARTH,TEME,UTC,SGP4,2026-05-06T00:04:57.711072,1.00271324,9.068e-05,0.0096,75.0721,51.2105,231.8328,0,U,67246,999,135,0.00000000000000,-0.00000315,0.0000000000000,42164.861,1436.104,35790.55,35782.903,PAYLOAD,,PRC,2025-12-26,XSC,,5176958,322290696,0 FENGYUNG-4C,1 67246U 25312A   26126.00344573 -.00000315  00000-0  00000-0 0  9991,2 67246   0.0096  75.0721 0000907  51.2105 231.8328  1.00271324  1350,67246
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ABS 2A,2016-038A,EARTH,TEME,UTC,SGP4,2026-05-06T11:10:51.287232,1.00270685,0.0001524,0.0098,265.1592,104.7592,96.8786,0,U,41588,999,3629,0.00000000000000,-0.00000076,0.0000000000000,42165.04,1436.113,35793.331,35780.479,PAYLOAD,LARGE,ABS,2016-06-15,AFETR,,5177174,322298525,0 ABS 2A,1 41588U 16038A   26126.46587138 -.00000076  00000-0  00000+0 0  9996,2 41588   0.0098 265.1592 0001524 104.7592  96.8786  1.00270685 36298,41588
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TURKSAT 4B,2015-060A,EARTH,TEME,UTC,SGP4,2026-05-06T11:40:03.569088,1.00274949,0.0002237,0.0098,299.4134,101.8758,48.0783,0,U,40984,999,3868,0.00000000000000,0.00000122,0.0000000000000,42163.845,1436.052,35795.142,35776.278,PAYLOAD,LARGE,TURK,2015-10-16,TTMTR,,5177165,322297910,0 TURKSAT 4B,1 40984U 15060A   26126.48615242  .00000122  00000-0  00000+0 0  9990,2 40984   0.0098 299.4134 0002237 101.8758  48.0783  1.00274949 38681,40984
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EUTE 115 WEST B(SATMEX 7,2015-010B,EARTH,TEME,UTC,SGP4,2026-05-06T09:10:18.122016,1.00243181,0.0001806,0.0101,138.5212,63.1353,45.2453,0,U,40425,999,4097,0.00000000000000,-0.00000013,0.0000000000000,42172.753,1436.507,35802.234,35787.001,PAYLOAD,LARGE,EUTE,2015-03-02,AFETR,,5177157,322297315,0 EUTE 115 WEST B(SATMEX 7,1 40425U 15010B   26126.38215419 -.00000013  00000-0  00000+0 0  9996,2 40425   0.0101 138.5212 0001806  63.1353  45.2453  1.00243181 40970,40425
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EXPRESS AM-7,2015-012A,EARTH,TEME,UTC,SGP4,2026-05-06T11:37:03.857088,1.00272071,0.000319,0.0104,290.0911,115.6377,32.8774,0,U,40505,999,4058,0.00000000000000,0.00000158,0.0000000000000,42164.652,1436.093,35799.967,35773.066,PAYLOAD,LARGE,CIS,2015-03-18,TTMTR,,5177159,322297830,0 EXPRESS AM-7,1 40505U 15012A   26126.48407242  .00000158  00000-0  00000+0 0  9994,2 40505   0.0104 290.0911 0003190 115.6377  32.8774  1.00272071 40584,40505
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 37E,2017-059A,EARTH,TEME,UTC,SGP4,2026-05-06T07:42:53.171136,1.00270562,0.0002755,0.0106,284.6609,128.9701,268.2651,0,U,42950,999,3164,0.00000000000000,-0.00000133,0.0000000000000,42165.075,1436.114,35798.556,35775.323,PAYLOAD,LARGE,ITSO,2017-09-29,FRGUI,,5177188,322298727,0 INTELSAT 37E,1 42950U 17059A   26126.32144874 -.00000133  00000-0  00000+0 0  9999,2 42950   0.0106 284.6609 0002755 128.9701 268.2651  1.00270562 31648,42950
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,DIRECTV 12,2009-075A,EARTH,TEME,UTC,SGP4,2026-05-06T10:56:30.245568,1.00271314,4.21e-05,0.0109,65.6539,11.0881,208.9908,0,U,36131,999,4613,0.00000000000000,-0.00000096,0.0000000000000,42164.864,1436.104,35788.504,35784.954,PAYLOAD,LARGE,US,2009-12-29,TTMTR,,5177348,322296516,0 DIRECTV 12,1 36131U 09075A   26126.45590562 -.00000096  00000-0  00000+0 0  9993,2 36131   0.0109  65.6539 0000421  11.0881 208.9908  1.00271314 46135,36131
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,MEXSAT 3,2012-075B,EARTH,TEME,UTC,SGP4,2026-05-06T04:04:38.736192,1.00269211,0.00013793,0.0113,260.1646,168.1529,102.0684,0,U,39035,999,663,0.00000000000000,-0.00000017,0.0000000000000,42165.454,1436.134,35793.134,35781.503,PAYLOAD,LARGE,MEX,2012-12-19,FRGUI,,5176958,322272506,0 MEXSAT 3,1 39035U 12075B   26126.16989278 -.00000017  00000-0  00000-0 0  9991,2 39035   0.0113 260.1646 0001379 168.1529 102.0684  1.00269211  6632,39035
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GALAXY 18,2008-024A,EARTH,TEME,UTC,SGP4,2026-05-06T08:24:38.446272,1.00271976,0.0003202,0.0113,280.7752,128.399,178.1932,0,U,32951,999,4543,0.00000000000000,0.00000033,0.0000000000000,42164.678,1436.094,35800.045,35773.042,PAYLOAD,LARGE,US,2008-05-21,SEAL,,5177006,322293045,0 GALAXY 18,1 32951U 08024A   26126.35044498  .00000033  00000-0  00000+0 0  9993,2 32951   0.0113 280.7752 0003202 128.3990 178.1932  1.00271976 45437,32951
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SYRACUSE 4A,2021-095B,EARTH,TEME,UTC,SGP4,2026-05-06T11:38:41.201376,1.00270879,0.000147,0.0114,300.4781,96.2456,47.8104,0,U,49333,999,1752,0.00000000000000,0.00000143,0.0000000000000,42164.986,1436.11,35793.049,35780.653,PAYLOAD,MEDIUM,FR,2021-10-24,FRGUI,,5177291,322301442,0 SYRACUSE 4A,1 49333U 21095B   26126.48519909  .00000143  00000-0  00000+0 0  9998,2 49333   0.0114 300.4781 0001470  96.2456  47.8104  1.00270879 17520,49333
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ECHOSTAR 19,2016-079A,EARTH,TEME,UTC,SGP4,2026-05-06T10:58:00.100704,1.00273008,0.0001474,0.0114,277.5425,146.1783,228.0043,0,U,41893,999,3428,0.00000000000000,-0.00000131,0.0000000000000,42164.389,1436.079,35792.469,35780.039,PAYLOAD,LARGE,US,2016-12-18,AFETR,,5177352,322298589,0 ECHOSTAR 19,1 41893U 16079A   26126.45694561 -.00000131  00000-0  00000+0 0  9990,2 41893   0.0114 277.5425 0001474 146.1783 228.0043  1.00273008 34288,41893
