CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,INTELSAT 904,2002-007A,EARTH,TEME,UTC,SGP4,2026-05-05T10:29:40.211808,1.00272003,0.00080016,6.8145,69.6875,344.5911,294.9798,0,U,27380,999,5133,0.00000000000000,-0.00000217,0.0000000000000,42164.671,1436.094,35820.274,35752.798,PAYLOAD,LARGE,ITSO,2002-02-23,FRGUI,,5176277,322217014,0 INTELSAT 904,1 27380U 02007A   26125.43727097 -.00000217  00000-0  00000-0 0  9995,2 27380   6.8145  69.6875 0008002 344.5911 294.9798  1.00272003 51339,27380
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 4-F4,1972-003A,EARTH,TEME,UTC,SGP4,2026-05-06T12:56:15.476928,0.99827387,0.0002426,6.8429,294.7444,112.3269,234.2418,0,U,5775,999,13697,0.00000000000000,0.00000114,0.0000000000000,42289.775,1442.49,35921.899,35901.38,PAYLOAD,LARGE,ITSO,1972-01-23,AFETR,,5177130,322296426,0 INTELSAT 4-F4,1  5775U 72003A   26126.53906802  .00000114  00000-0  00000+0 0  9991,2  5775   6.8429 294.7444 0002426 112.3269 234.2418  0.99827387136970,5775
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T07:46:49,18 SPCS,SYNCOM 3,1964-047A,EARTH,TEME,UTC,SGP4,2026-05-05T20:19:03.508032,1.00397073,0.0002786,6.8658,64.9251,176.4859,347.8584,0,U,858,999,5304,0.00000000000000,0.00000023,0.0000000000000,42129.646,1434.305,35763.248,35739.773,PAYLOAD,LARGE,US,1964-08-19,AFETR,,5176408,322245473,0 SYNCOM 3,1   858U 64047A   26125.84656838  .00000023  00000-0  00000+0 0  9990,2   858   6.8658  64.9251 0002786 176.4859 347.8584  1.00397073 53047,858
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,APSTAR 5 (TELSTAR 18),2004-024A,EARTH,TEME,UTC,SGP4,2026-05-06T06:03:06.447744,0.99014368,0.00061983,6.8691,70.2477,324.6748,229.1773,0,U,28364,999,7988,0.00000000000000,-0.00000193,0.0000000000000,42520.957,1454.334,36169.178,36116.466,PAYLOAD,LARGE,PRC,2004-06-29,SEAL,,5176958,322266444,0 APSTAR 5 (TELSTAR 18),1 28364U 04024A   26126.25215796 -.00000193  00000-0  00000-0 0  9991,2 28364   6.8691  70.2477 0006198 324.6748 229.1773  0.99014368 79883,28364
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 12,2003-013B,EARTH,TEME,UTC,SGP4,2026-05-06T11:15:07.566912,0.98982472,0.0005047,6.8824,69.7611,300.0233,100.9676,0,U,27715,999,5155,0.00000000000000,0.00000055,0.0000000000000,42530.091,1454.803,36173.421,36130.491,PAYLOAD,LARGE,ITSO,2003-04-09,FRGUI,,5177620,322308228,0 GALAXY 12,1 27715U 03013B   26126.46883758  .00000055  00000-0  00000+0 0  9994,2 27715   6.8824  69.7611 0005047 300.0233 100.9676  0.98982472 51553,27715
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GOES 3,1978-062A,EARTH,TEME,UTC,SGP4,2026-05-06T09:29:16.302912,0.99363072,0.0001356,6.9977,299.6468,12.0889,6.8751,0,U,10953,999,12812,0.00000000000000,-0.00000247,0.0000000000000,42421.417,1449.231,36049.034,36037.529,PAYLOAD,LARGE,US,1978-06-16,AFETR,,5177205,322298423,0 GOES 3,1 10953U 78062A   26126.39532758 -.00000247  00000-0  00000+0 0  9993,2 10953   6.9977 299.6468 0001356  12.0889   6.8751  0.99363072128125,10953
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,CHINASAT 1C,2015-073A,EARTH,TEME,UTC,SGP4,2026-05-06T12:15:50.232384,0.99171832,0.0004784,6.9981,69.4303,188.5839,325.7125,0,U,41103,999,3813,0.00000000000000,-0.00000167,0.0000000000000,42475.935,1452.025,36118.121,36077.48,PAYLOAD,LARGE,PRC,2015-12-09,XSC,,5177167,322297941,0 CHINASAT 1C,1 41103U 15073A   26126.51099806 -.00000167  00000-0  00000+0 0  9994,2 41103   6.9981  69.4303 0004784 188.5839 325.7125  0.99171832 38134,41103
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ASTRA 2A,1998-050A,EARTH,TEME,UTC,SGP4,2026-05-06T02:14:38.711904,0.98661015,0.00227404,6.9987,69.4972,58.515,167.0326,0,U,25462,999,4585,0.00000000000000,-0.00000010,0.0000000000000,42622.422,1459.543,36341.212,36147.362,PAYLOAD,LARGE,SES,1998-08-30,TTMTR,,5176958,322265835,0 ASTRA 2A,1 25462U 98050A   26126.09350361 -.00000010  00000-0  00000-0 0  9997,2 25462   6.9987  69.4972 0022740  58.5150 167.0326  0.98661015 45859,25462
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,NSS 806 (INTELSAT 806),1998-014A,EARTH,TEME,UTC,SGP4,2026-05-06T07:37:13.035072,0.99077233,0.0002232,7.019,70.2307,94.7313,92.8887,0,U,25239,999,4655,0.00000000000000,-0.00000068,0.0000000000000,42502.968,1453.412,36134.32,36115.347,PAYLOAD,LARGE,SES,1998-02-28,AFETR,,5177554,322306355,0 NSS 806 (INTELSAT 806),1 25239U 98014A   26126.31751198 -.00000068  00000-0  00000+0 0  9999,2 25239   7.0190  70.2307 0002232  94.7313  92.8887  0.99077233 46557,25239
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ANIK A2 (TELESAT 2),1973-023A,EARTH,TEME,UTC,SGP4,2026-05-06T13:45:42.770880,0.99790301,0.0011738,7.0274,296.2346,76.7432,143.9954,0,U,6437,999,4673,0.00000000000000,-0.00000091,0.0000000000000,42300.252,1443.026,35971.769,35872.465,PAYLOAD,LARGE,CA,1973-04-20,AFETR,,5177138,322297028,0 ANIK A2 (TELESAT 2),1  6437U 73023A   26126.57341170 -.00000091  00000-0  00000+0 0  9990,2  6437   7.0274 296.2346 0011738  76.7432 143.9954  0.99790301 46736,6437
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 1-F1,1965-028A,EARTH,TEME,UTC,SGP4,2026-05-06T12:41:38.865120,1.00178869,0.0004982,7.0575,64.1515,153.2506,86.839,0,U,1317,999,12675,0.00000000000000,-0.00000035,0.0000000000000,42190.8,1437.429,35833.684,35791.645,PAYLOAD,MEDIUM,ITSO,1965-04-06,AFETR,,5177030,322293969,0 INTELSAT 1-F1,1  1317U 65028A   26126.52892205 -.00000035  00000-0  00000+0 0  9991,2  1317   7.0575  64.1515 0004982 153.2506  86.8390  1.00178869126750,1317
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,APPLE,1981-057B,EARTH,TEME,UTC,SGP4,2026-05-06T12:41:18.859200,1.00026663,0.002422,7.1287,297.1748,224.2871,141.455,0,U,12545,999,12197,0.00000000000000,-0.00000014,0.0000000000000,42233.589,1439.616,35957.744,35753.164,PAYLOAD,LARGE,IND,1981-06-19,FRGUI,,5177363,322301901,0 APPLE,1 12545U 81057B   26126.52869050 -.00000014  00000-0  00000+0 0  9995,2 12545   7.1287 297.1748 0024220 224.2871 141.4550  1.00026663121972,12545
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EKRAN 8,1982-009A,EARTH,TEME,UTC,SGP4,2026-05-06T07:54:31.181184,0.99949323,0.0028693,7.1588,296.7574,341.2152,44.2809,0,U,13056,999,11820,0.00000000000000,-0.00000204,0.0000000000000,42255.373,1440.73,35998.481,35755.994,PAYLOAD,LARGE,CIS,1982-02-05,TTMTR,,5177242,322299887,0 EKRAN 8,1 13056U 82009A   26126.32952756 -.00000204  00000-0  00000+0 0  9996,2 13056   7.1588 296.7574 0028693 341.2152  44.2809  0.99949323118209,13056
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,CHINASAT 20A,2010-064A,EARTH,TEME,UTC,SGP4,2026-05-06T03:44:29.151744,0.98419633,0.00245612,7.168,82.2577,270.448,110.237,0,U,37234,999,5635,0.00000000000000,-0.00000157,0.0000000000000,42692.083,1463.123,36418.805,36209.091,PAYLOAD,LARGE,PRC,2010-11-24,XSC,,5176958,322271003,0 CHINASAT 20A,1 37234U 10064A   26126.15589296 -.00000157  00000-0  00000-0 0  9996,2 37234   7.1680  82.2577 0024561 270.4480 110.2370  0.98419633 56353,37234
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EUTE 12 WEST A (AB 1),2002-040A,EARTH,TEME,UTC,SGP4,2026-05-06T04:26:19.311936,0.98294708,0.00070157,7.1776,69.0186,8.3657,182.8015,0,U,27508,999,8623,0.00000000000000,-0.00000172,0.0000000000000,42728.248,1464.982,36380.09,36320.136,PAYLOAD,LARGE,EUTE,2002-08-28,FRGUI,,5176958,322266747,0 EUTE 12 WEST A (AB 1),1 27508U 02040A   26126.18494574 -.00000172  00000-0  00000-0 0  9998,2 27508   7.1776  69.0186 0007016   8.3657 182.8015  0.98294708 86236,27508
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,WESTAR 1,1974-022A,EARTH,TEME,UTC,SGP4,2026-05-06T03:04:10.519392,0.99894559,0.00057343,7.2027,298.3191,48.5827,324.5779,0,U,7250,999,12191,0.00000000000000,0.00000140,0.0000000000000,42270.815,1441.52,35916.919,35868.44,PAYLOAD,LARGE,US,1974-04-13,AFETR,,5176958,322260876,0 WESTAR 1,1 07250U 74022A   26126.12789953  .00000140  00000-0  00000-0 0  9995,2 07250   7.2027 298.3191 0005734  48.5827 324.5779  0.99894559121919,7250
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EXPRESS AM-3,2005-023A,EARTH,TEME,UTC,SGP4,2026-05-06T04:30:41.393376,0.99002898,0.00037557,7.2066,68.5685,248.7433,319.5554,0,U,28707,999,5279,0.00000000000000,-0.00000215,0.0000000000000,42524.241,1454.503,36162.077,36130.135,PAYLOAD,LARGE,CIS,2005-06-24,TTMTR,,5176958,322267030,0 EXPRESS AM-3,1 28707U 05023A   26126.18797909 -.00000215  00000-0  00000-0 0  9990,2 28707   7.2066  68.5685 0003756 248.7433 319.5554  0.99002898 52797,28707
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,OPS 6391 (FLTSATCOM 1),1978-016A,EARTH,TEME,UTC,SGP4,2026-05-06T09:28:01.424352,0.99004455,0.0006169,7.2129,291.8472,266.4752,115.3796,0,U,10669,999,75416,0.00000000000000,-0.00000194,0.0000000000000,42523.795,1454.48,36171.893,36119.427,PAYLOAD,LARGE,US,1978-02-09,AFETR,,5177198,322298348,0 OPS 6391 (FLTSATCOM 1),1 10669U 78016A   26126.39446093 -.00000194  00000-0  00000+0 0  9993,2 10669   7.2129 291.8472 0006169 266.4752 115.3796  0.99004455754163,10669
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INSAT 1A,1982-031A,EARTH,TEME,UTC,SGP4,2026-05-06T11:31:39.405216,1.00343762,0.001531,7.2275,298.7639,90.0316,111.3307,0,U,13129,999,16601,0.00000000000000,-0.00000331,0.0000000000000,42144.566,1435.067,35830.955,35701.908,PAYLOAD,MEDIUM,IND,1982-04-10,AFETR,,5177243,322299401,0 INSAT 1A,1 13129U 82031A   26126.48031719 -.00000331  00000-0  00000+0 0  9997,2 13129   7.2275 298.7639 0015310  90.0316 111.3307  1.00343762166010,13129
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,HELLAS-SAT 2,2003-020A,EARTH,TEME,UTC,SGP4,2026-05-06T03:50:55.283712,1.00272843,0.00039105,7.2514,68.3772,308.368,255.0338,0,U,27811,999,4242,0.00000000000000,-0.00000075,0.0000000000000,42164.435,1436.082,35802.789,35769.812,PAYLOAD,LARGE,GREC,2003-05-13,AFETR,,5176958,322266332,0 HELLAS-SAT 2,1 27811U 03020A   26126.16036208 -.00000075  00000-0  00000-0 0  9990,2 27811   7.2514  68.3772 0003910 308.3680 255.0338  1.00272843 42429,27811
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,APSTAR 6,2005-012A,EARTH,TEME,UTC,SGP4,2026-05-06T08:11:38.854752,0.98570607,0.0011112,7.2587,69.7443,305.5076,250.364,0,U,28638,999,10162,0.00000000000000,-0.00000030,0.0000000000000,42648.48,1460.882,36317.736,36222.954,PAYLOAD,LARGE,PRC,2005-04-12,XSC,,5177732,322310897,0 APSTAR 6,1 28638U 05012A   26126.34142193 -.00000030  00000-0  00000+0 0  9992,2 28638   7.2587  69.7443 0011112 305.5076 250.3640  0.98570607101625,28638
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 28A (EB 1),2001-011A,EARTH,TEME,UTC,SGP4,2026-05-06T12:02:16.949184,0.98794687,0.0008033,7.2784,67.8266,308.0811,171.7439,0,U,26719,999,9197,0.00000000000000,-0.00000247,0.0000000000000,42583.967,1457.568,36240.04,36171.624,PAYLOAD,LARGE,EUTE,2001-03-08,FRGUI,,5177597,322308393,0 EUTE 28A (EB 1),1 26719U 01011A   26126.50158506 -.00000247  00000-0  00000+0 0  9998,2 26719   7.2784  67.8266 0008033 308.0811 171.7439  0.98794687 91971,26719
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GORIZONT 4,1980-049A,EARTH,TEME,UTC,SGP4,2026-05-06T12:59:28.940352,0.98629571,0.0003811,7.2841,295.6617,12.9105,327.7694,0,U,11841,999,23310,0.00000000000000,-0.00000013,0.0000000000000,42631.48,1460.008,36269.592,36237.098,PAYLOAD,LARGE,CIS,1980-06-14,TTMTR,,5177218,322299091,0 GORIZONT 4,1 11841U 80049A   26126.54130718 -.00000013  00000-0  00000+0 0  9996,2 11841   7.2841 295.6617 0003811  12.9105 327.7694  0.98629571233100,11841
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 25 (TELSTAR 5),1997-026A,EARTH,TEME,UTC,SGP4,2026-05-06T08:27:20.531808,0.99088421,0.0005636,7.2902,68.3096,17.5762,359.9341,0,U,24812,999,10581,0.00000000000000,-0.00000043,0.0000000000000,42499.769,1453.247,36145.587,36097.681,PAYLOAD,LARGE,US,1997-05-24,TTMTR,,5177539,322306171,0 GALAXY 25 (TELSTAR 5),1 24812U 97026A   26126.35232097 -.00000043  00000-0  00000+0 0  9996,2 24812   7.2902  68.3096 0005636  17.5762 359.9341  0.99088421105819,24812
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SIRIO,1977-080A,EARTH,TEME,UTC,SGP4,2026-05-06T13:36:13.109760,1.00270574,0.00063,7.316,299.4881,151.833,52.6356,0,U,10294,999,11750,0.00000000000000,-0.00000095,0.0000000000000,42165.071,1436.114,35813.5,35760.372,PAYLOAD,MEDIUM,IT,1977-08-25,AFETR,,5177190,322298742,0 SIRIO,1 10294U 77080A   26126.56681840 -.00000095  00000-0  00000+0 0  9997,2 10294   7.3160 299.4881 0006300 151.8330  52.6356  1.00270574117503,10294
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,OPS 7484,1979-053A,EARTH,TEME,UTC,SGP4,2026-05-06T04:41:47.827680,0.98748226,0.000847,7.316,297.2356,304.8145,76.1409,0,U,11397,999,2557,0.00000000000000,-0.00000075,0.0000000000000,42597.323,1458.254,36255.268,36183.108,PAYLOAD,,US,1979-06-10,AFETR,,5176958,322261848,0 OPS 7484,1 11397U 79053A   26126.19569245 -.00000075  00000-0  00000-0 0  9996,2 11397   7.3160 297.2356 0008470 304.8145  76.1409  0.98748226 25570,11397
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 4-F7,1973-058A,EARTH,TEME,UTC,SGP4,2026-05-06T13:34:26.907744,0.99142431,0.0003406,7.3319,297.1969,206.1812,357.5608,0,U,6796,999,13523,0.00000000000000,0.00000063,0.0000000000000,42484.332,1452.456,36120.668,36091.727,PAYLOAD,LARGE,ITSO,1973-08-23,AFETR,,5177141,322297605,0 INTELSAT 4-F7,1  6796U 73058A   26126.56558921  .00000063  00000-0  00000+0 0  9997,2  6796   7.3319 297.1969 0003406 206.1812 357.5608  0.99142431135230,6796
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WESTAR 2,1974-075A,EARTH,TEME,UTC,SGP4,2026-05-06T12:37:12.214848,0.99846417,0.0002409,7.3521,300.0327,204.0997,166.6845,0,U,7466,999,13724,0.00000000000000,-0.00000046,0.0000000000000,42284.401,1442.215,35916.453,35896.08,PAYLOAD,LARGE,US,1974-10-10,AFETR,,5177153,322297260,0 WESTAR 2,1  7466U 74075A   26126.52583582 -.00000046  00000-0  00000+0 0  9991,2  7466   7.3521 300.0327 0002409 204.0997 166.6845  0.99846417137245,7466
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GORIZONT 6,1982-103A,EARTH,TEME,UTC,SGP4,2026-05-06T12:42:06.298848,1.00281923,0.0002977,7.4301,302.2124,358.653,302.8238,0,U,13624,999,12052,0.00000000000000,0.00000095,0.0000000000000,42161.89,1435.952,35796.307,35771.204,PAYLOAD,LARGE,CIS,1982-10-20,TTMTR,,5177251,322299494,0 GORIZONT 6,1 13624U 82103A   26126.52923957  .00000095  00000-0  00000+0 0  9992,2 13624   7.4301 302.2124 0002977 358.6530 302.8238  1.00281923120524,13624
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,FENGYUN 2F,2012-002A,EARTH,TEME,UTC,SGP4,2026-05-05T18:52:10.063776,0.9913837,0.00015272,7.4672,66.6276,202.886,353.7482,0,U,38049,999,5238,0.00000000000000,-0.00000198,0.0000000000000,42485.493,1452.515,36113.846,36100.869,PAYLOAD,LARGE,PRC,2012-01-13,XSC,,5176277,322223008,0 FENGYUN 2F,1 38049U 12002A   26125.78622759 -.00000198  00000-0  00000-0 0  9990,2 38049   7.4672  66.6276 0001527 202.8860 353.7482  0.99138370 52386,38049
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SAKURA 1A (CS-1A),1977-118A,EARTH,TEME,UTC,SGP4,2026-05-06T12:39:12.168288,0.98912572,0.0002554,7.4754,297.4147,88.3198,281.9611,0,U,10516,999,13518,0.00000000000000,0.00000037,0.0000000000000,42550.125,1455.831,36182.858,36161.123,PAYLOAD,LARGE,JPN,1977-12-15,AFETR,,5177195,322298305,0 SAKURA 1A (CS-1A),1 10516U 77118A   26126.52722417  .00000037  00000-0  00000+0 0  9993,2 10516   7.4754 297.4147 0002554  88.3198 281.9611  0.98912572135188,10516
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ANGOSAT 1,2017-086A,EARTH,TEME,UTC,SGP4,2026-05-06T04:28:11.631936,0.99383421,0.0017889,7.4762,67.7629,177.4131,22.1033,0,U,43087,999,3031,0.00000000000000,-0.00000238,0.0000000000000,42415.626,1448.934,36113.368,35961.614,PAYLOAD,LARGE,AGO,2017-12-26,TTMTR,,5176958,322275224,0 ANGOSAT 1,1 43087U 17086A   26126.18624574 -.00000238  00000-0  00000-0 0  9992,2 43087   7.4762  67.7629 0017889 177.4131  22.1033  0.99383421 30311,43087
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,TELKOM 1,1999-042A,EARTH,TEME,UTC,SGP4,2026-05-06T10:05:12.857280,1.00242667,0.0015818,7.5776,66.765,263.7306,122.8092,0,U,25880,999,9797,0.00000000000000,-0.00000101,0.0000000000000,42172.897,1436.514,35861.471,35728.053,PAYLOAD,LARGE,INDO,1999-08-12,FRGUI,,5177574,322307608,0 TELKOM 1,1 25880U 99042A   26126.42028770 -.00000101  00000-0  00000+0 0  9996,2 25880   7.5776  66.7650 0015818 263.7306 122.8092  1.00242667 97971,25880
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,INTELSAT 903,2002-016A,EARTH,TEME,UTC,SGP4,2026-05-06T05:09:45.147168,0.99021643,0.00045465,7.6105,67.1134,221.7589,134.3308,0,U,27403,999,4497,0.00000000000000,-0.00000208,0.0000000000000,42518.874,1454.228,36160.07,36121.408,PAYLOAD,LARGE,ITSO,2002-03-30,TTMTR,,5176958,322266724,0 INTELSAT 903,1 27403U 02016A   26126.21510587 -.00000208  00000-0  00000-0 0  9992,2 27403   7.6105  67.1134 0004547 221.7589 134.3308  0.99021643 44973,27403
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 805,1998-037A,EARTH,TEME,UTC,SGP4,2026-05-06T11:34:19.119072,0.99477004,0.0009961,7.7829,66.2761,172.2402,189.4353,0,U,25371,999,10195,0.00000000000000,0.00000064,0.0000000000000,42389.02,1447.571,36053.109,35968.661,PAYLOAD,LARGE,ITSO,1998-06-18,AFETR,,5177559,322306920,0 INTELSAT 805,1 25371U 98037A   26126.48216573  .00000064  00000-0  00000+0 0  9997,2 25371   7.7829  66.2761 0009961 172.2402 189.4353  0.99477004101953,25371
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ANIK A3 (TELESAT-3),1975-038A,EARTH,TEME,UTC,SGP4,2026-05-06T04:41:32.851968,1.00053646,0.00018021,7.7887,303.0742,62.7823,311.473,0,U,7790,999,12954,0.00000000000000,0.00000103,0.0000000000000,42225.995,1439.228,35855.47,35840.251,PAYLOAD,LARGE,CA,1975-05-07,AFETR,,5176958,322260925,0 ANIK A3 (TELESAT-3),1 07790U 75038A   26126.19551912  .00000103  00000-0  00000-0 0  9990,2 07790   7.7887 303.0742 0001802  62.7823 311.4730  1.00053646129545,7790
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,OPS 6392 (FLTSATCOM 2),1979-038A,EARTH,TEME,UTC,SGP4,2026-05-06T06:15:20.274048,0.9854593,0.0017283,7.814,302.8634,81.1255,285.9397,0,U,11353,999,16997,0.00000000000000,-0.00000200,0.0000000000000,42655.599,1461.248,36351.186,36203.742,PAYLOAD,LARGE,US,1979-05-04,AFETR,,5177213,322299024,0 OPS 6392 (FLTSATCOM 2),1 11353U 79038A   26126.26065132 -.00000200  00000-0  00000+0 0  9994,2 11353   7.8140 302.8634 0017283  81.1255 285.9397  0.98545930169972,11353
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,AMC-9 (GE-12),2003-024A,EARTH,TEME,UTC,SGP4,2026-05-06T01:16:50.813760,0.99033121,0.00187955,7.8159,66.2134,347.2794,215.3163,0,U,27820,999,8357,0.00000000000000,-0.00000026,0.0000000000000,42515.589,1454.059,36217.364,36057.544,PAYLOAD,LARGE,SES,2003-06-06,TTMTR,,5176958,322266334,0 AMC-9 (GE-12),1 27820U 03024A   26126.05336590 -.00000026  00000-0  00000-0 0  9995,2 27820   7.8159  66.2134 0018795 347.2794 215.3163  0.99033121 83571,27820
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EKRAN 11,1983-100A,EARTH,TEME,UTC,SGP4,2026-05-05T22:40:40.593792,1.00288818,0.00029028,7.8604,304.8351,357.0522,2.8566,0,U,14377,999,4695,0.00000000000000,-0.00000315,0.0000000000000,42159.958,1435.853,35794.061,35769.584,PAYLOAD,LARGE,CIS,1983-09-29,TTMTR,,5176958,322262275,0 EKRAN 11,1 14377U 83100A   26125.94491428 -.00000315  00000-0  00000-0 0  9991,2 14377   7.8604 304.8351 0002903 357.0522   2.8566  1.00288818 46958,14377
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,INTELSAT 4A-F1,1975-091A,EARTH,TEME,UTC,SGP4,2026-05-06T04:41:25.363680,0.99931684,0.0003781,7.9588,304.5986,265.9806,106.3092,0,U,8330,999,12105,0.00000000000000,0.00000082,0.0000000000000,42260.345,1440.984,35898.189,35866.231,PAYLOAD,LARGE,ITSO,1975-09-26,AFETR,,5176958,322260984,0 INTELSAT 4A-F1,1 08330U 75091A   26126.19543245  .00000082  00000-0  00000-0 0  9996,2 08330   7.9588 304.5986 0003781 265.9806 106.3092  0.99931684121052,8330
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,INTELSAT 1R (PAS 1R),2000-072A,EARTH,TEME,UTC,SGP4,2026-05-06T06:07:38.607744,0.98971023,0.0008839,7.9744,65.2214,293.8358,317.5057,0,U,26608,999,4081,0.00000000000000,-0.00000164,0.0000000000000,42533.371,1454.971,36192.831,36117.641,PAYLOAD,LARGE,US,2000-11-16,FRGUI,,5177721,322311262,0 INTELSAT 1R (PAS 1R),1 26608U 00072A   26126.25530796 -.00000164  00000-0  00000+0 0  9996,2 26608   7.9744  65.2214 0008839 293.8358 317.5057  0.98971023 40811,26608
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,PALAPA 1,1976-066A,EARTH,TEME,UTC,SGP4,2026-05-06T11:47:25.363392,1.0006846,0.0002445,7.9791,305.3244,230.0665,301.5919,0,U,9009,999,12752,0.00000000000000,-0.00000056,0.0000000000000,42221.828,1439.015,35854.016,35833.37,PAYLOAD,LARGE,INDO,1976-07-08,AFETR,,5177177,322298054,0 PALAPA 1,1  9009U 76066A   26126.49126578 -.00000056  00000-0  00000+0 0  9993,2  9009   7.9791 305.3244 0002445 230.0665 301.5919  1.00068460127521,9009
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 4A-F2,1976-010A,EARTH,TEME,UTC,SGP4,2026-05-06T11:18:01.888416,0.99683235,0.0005645,7.9881,304.1895,312.6304,40.6936,0,U,8620,999,62019,0.00000000000000,-0.00000065,0.0000000000000,42330.535,1444.576,35976.296,35928.505,PAYLOAD,LARGE,ITSO,1976-01-29,AFETR,,5177172,322297995,0 INTELSAT 4A-F2,1  8620U 76010A   26126.47085519 -.00000065  00000-0  00000+0 0  9997,2  8620   7.9881 304.1895 0005645 312.6304  40.6936  0.99683235620191,8620
