Mothership dry mass [kg],Tug dry mass each [kg],Number of tugs,Target mass each [kg],Total tug wet mass [kg],Mothership propellant [kg],Total tug propellant [kg],Total propellant [kg],Initial stack mass at base [kg],Final mass at base with target 5 [kg]
1000.0,200.0,4,2000,1451.1068004919562,2537.117559694113,651.1068004919562,3188.224360186069,4988.224360186069,3000.0
